aX,aY,aZ,label
-0.01270,-0.75110,0.52100,3
-0.02527,-0.72766,0.53040,3
-0.01196,-0.59912,0.58350,3
-0.00720,-0.78577,0.60864,3
-0.02856,-0.76697,0.50537,3
-0.05261,-0.77344,0.64221,3
-0.06189,-0.92419,0.61902,3
-0.04700,-0.90771,0.59106,3
-0.06360,-0.85437,0.61829,3
-0.06238,-0.85571,0.51355,3
-0.04260,-0.83386,0.48694,3
-0.04248,-0.84973,0.48608,3
-0.02612,-0.89148,0.47095,3
0.00696,-0.87720,0.46045,3
-0.02405,-0.88464,0.44202,3
-0.13855,-0.85120,0.39758,3
-0.10217,-0.82397,0.43433,3
0.10437,-1.20801,0.74463,3
-0.22546,-0.77124,0.31287,3
-0.21765,-0.60779,0.42493,3
-0.03772,-1.20435,0.46570,3
-0.16809,-1.00073,0.55786,3
-0.13306,-0.85974,0.51233,3
-0.09607,-1.12354,0.50793,3
-0.07544,-1.02466,0.45142,3
0.19507,-0.66003,0.29102,3
-0.10596,-0.72522,0.26965,3
-0.11792,-0.60266,0.21838,3
-0.00671,-0.69128,0.30920,3
-0.07239,-0.89087,0.38062,3
-0.15771,-0.84741,0.31799,3
-0.19653,-0.91125,0.36646,3
-0.19373,-0.94275,0.38257,3
-0.16711,-0.96143,0.45178,3
-0.23926,-0.95850,0.40503,3
-0.18274,-0.98901,0.43335,3
-0.15979,-0.92346,0.41907,3
-0.18567,-0.93481,0.40320,3
-0.12708,-0.95984,0.44409,3
-0.12683,-0.90723,0.41895,3
-0.09814,-0.92712,0.43909,3
-0.11255,-0.91675,0.39258,3
-0.11414,-0.90466,0.39319,3
-0.10962,-0.90967,0.40405,3
-0.12634,-0.91003,0.39197,3
-0.12964,-0.97107,0.40686,3
-0.12036,-0.95776,0.40857,3
-0.14685,-0.85815,0.32202,3
-0.13965,-0.89978,0.35498,3
-0.15137,-0.94727,0.37256,3
-0.16882,-0.94519,0.37134,3
-0.16406,-0.93372,0.36462,3
-0.16846,-0.93591,0.37256,3
-0.18347,-0.91345,0.34802,3
-0.17505,-0.90967,0.33789,3
-0.13477,-0.92615,0.35779,3
-0.16272,-0.89600,0.32202,3
-0.13684,-0.89514,0.34143,3
-0.13049,-0.87317,0.33997,3
-0.16907,-0.84961,0.29395,3
-0.12952,-0.90320,0.32922,3
-0.10071,-0.89709,0.32898,3
-0.11829,-0.88599,0.30750,3
-0.14990,-0.92017,0.32336,3
-0.16052,-0.97998,0.37073,3
-0.14014,-0.97144,0.38281,3
-0.16028,-0.93225,0.35352,3
-0.13269,-0.93127,0.36682,3
-0.14282,-0.96216,0.37048,3
-0.12500,-0.93335,0.36487,3
0.07349,-0.99475,0.46826,3
-0.04211,-0.92090,0.35486,3
-0.02649,-0.90515,0.37610,3
-0.20850,-0.77246,0.29871,3
-0.17908,-0.89062,0.38452,3
-0.21387,-0.92615,0.37219,3
-0.19067,-0.94189,0.39697,3
-0.16724,-0.93079,0.32788,3
-0.12781,-0.88208,0.34131,3
-0.06775,-0.97180,0.41553,3
-0.07739,-0.91418,0.36597,3
-0.11401,-0.85059,0.33655,3
-0.14319,-0.91016,0.39136,3
-0.02417,-0.96265,0.49634,3
-0.12195,-0.83105,0.35571,3
-0.15686,-0.80786,0.33459,3
-0.13989,-0.88464,0.31201,3
-0.03638,-0.91650,0.42651,3
-0.03979,-0.98865,0.39270,3
0.02563,-1.00464,0.41992,3
-0.16785,-0.94287,0.21741,3
-0.22034,-0.86548,0.33215,3
-0.19116,-0.90637,0.37561,3
-0.12268,-0.86597,0.39917,3
-0.17920,-0.93127,0.33899,3
-0.19397,-0.95032,0.29272,3
-0.14319,-0.93921,0.32007,3
-0.14172,-0.97852,0.30652,3
-0.13245,-0.97925,0.34009,3
-0.18689,-0.95996,0.29529,3
-0.15332,-0.85449,0.31519,3
-0.16907,-0.92700,0.32373,3
-0.14197,-0.87878,0.33838,3
-0.15527,-0.93201,0.32080,3
-0.15198,-0.94836,0.33386,3
-0.13171,-0.98840,0.38733,3
-0.14661,-0.93127,0.33435,3
-0.18591,-0.91248,0.30383,3
-0.15857,-0.95154,0.34924,3
-0.14526,-0.86853,0.31677,3
-0.11890,-0.92542,0.41040,3
-0.09717,-0.95776,0.36841,3
-0.12000,-0.94568,0.33044,3
-0.11292,-0.98669,0.35034,3
-0.06738,-0.95117,0.40295,3
-0.08301,-0.87891,0.33118,3
-0.10193,-0.90417,0.36475,3
-0.08826,-0.90295,0.40173,3
-0.06726,-0.84680,0.39404,3
-0.09216,-0.89929,0.37439,3
-0.07715,-0.88623,0.39783,3
-0.05212,-0.81726,0.44592,3
-0.09265,-0.84204,0.47205,3
-0.22180,-1.05579,0.32837,3
-0.25403,-1.29602,0.28979,3
-0.12988,-0.93054,0.60913,3
-0.02832,-0.61926,0.34924,3
-0.01196,-0.68152,0.44910,3
-0.06799,-0.82068,0.46716,3
-0.12622,-0.90381,0.49939,3
-0.12817,-0.96289,0.52063,3
-0.09961,-0.88354,0.45398,3
-0.07446,-0.81421,0.42676,3
-0.07886,-0.89502,0.41040,3
-0.09241,-0.90918,0.35620,3
-0.10828,-0.98450,0.39844,3
-0.10742,-0.96472,0.39136,3
-0.09802,-0.94861,0.31360,3
-0.10681,-0.97437,0.29810,3
-0.10962,-0.97241,0.28076,3
-0.09338,-0.93164,0.26453,3
-0.08118,-0.84375,0.29431,3
-0.09668,-0.94434,0.24646,3
-0.12451,-0.92456,0.26770,3
-0.15430,-1.00122,0.39014,3
-0.14673,-0.97644,0.41089,3
-0.07959,-0.91052,0.42395,3
-0.03882,-0.87769,0.43445,3
-0.03955,-0.77576,0.51172,3
-0.06531,-0.93848,0.39844,3
-0.08813,-0.93591,0.43982,3
-0.08008,-0.89209,0.46436,3
-0.07019,-0.85852,0.55579,3
-0.06982,-0.87036,0.53406,3
-0.07214,-0.89307,0.49414,3
-0.07764,-0.90991,0.50769,3
-0.07397,-0.93225,0.55750,3
-0.07190,-0.88635,0.57031,3
-0.05835,-0.87366,0.47021,3
-0.03955,-0.86523,0.39905,3
-0.00232,-0.76404,0.27612,3
0.01514,-0.76917,0.43677,3
-0.01172,-0.88623,0.62158,3
-0.03003,-0.86121,0.60937,3
-0.01843,-0.76270,0.51489,3
-0.00183,-0.76990,0.46680,3
0.00488,-0.77747,0.54089,3
0.00317,-0.77905,0.57581,3
-0.01843,-0.80298,0.57825,3
-0.04651,-0.86426,0.61084,3
-0.03259,-0.82080,0.63562,3
-0.01514,-0.73437,0.66785,3
-0.01648,-0.78479,0.59375,3
-0.00989,-0.75964,0.55664,3
-0.01563,-0.72668,0.53650,3
-0.04309,-0.76892,0.60889,3
-0.06482,-0.88025,0.66980,3
-0.06250,-0.84644,0.62781,3
-0.03760,-0.78271,0.55811,3
-0.02734,-0.77344,0.53345,3
-0.04590,-0.69690,0.53320,3
-0.09106,-0.76172,0.56982,3
-0.13550,-0.83948,0.53796,3
-0.13599,-0.97839,0.66748,3
-0.11902,-1.00732,0.69788,3
-0.07849,-0.85522,0.56689,3
-0.06714,-0.73987,0.48035,3
-0.09985,-0.81104,0.52917,3
-0.14368,-0.86304,0.53430,3
-0.14490,-0.90002,0.52551,3
-0.12219,-0.89185,0.50525,3
-0.11890,-0.86108,0.46375,3
-0.11804,-0.90393,0.42737,3
-0.11633,-0.97241,0.44812,3
-0.11292,-0.88293,0.46875,3
-0.10718,-0.92249,0.51099,3
-0.10071,-0.96411,0.46777,3
-0.09326,-0.89612,0.44885,3
-0.09229,-0.76331,0.49768,3
-0.10339,-0.71301,0.47839,3
-0.10779,-0.86255,0.47339,3
-0.10071,-0.98682,0.56177,3
-0.07886,-0.86707,0.52026,3
-0.06921,-0.79077,0.48596,3
-0.05530,-0.78235,0.46448,3
-0.06653,-0.78186,0.59497,3
-0.09729,-0.84253,0.63062,3
-0.11755,-0.90771,0.56055,3
-0.11365,-0.90479,0.54504,3
-0.08215,-0.83594,0.55005,3
-0.05542,-0.73743,0.54041,3
-0.05713,-0.75305,0.57068,3
-0.08325,-0.78772,0.67761,3
-0.09436,-0.78552,0.67932,3
-0.08191,-0.76196,0.60901,3
-0.05969,-0.72375,0.56201,3
-0.05896,-0.70679,0.62329,3
-0.06787,-0.76685,0.65771,3
-0.08704,-0.84717,0.63171,3
-0.08704,-0.77185,0.68945,3
-0.07874,-0.71326,0.69763,3
-0.07593,-0.71265,0.62915,3
-0.11035,-0.77063,0.60571,3
-0.13647,-0.82043,0.59143,3
-0.14465,-0.89563,0.54797,3
-0.14099,-0.89539,0.52832,3
-0.11719,-0.83337,0.55090,3
-0.11658,-0.82031,0.57166,3
-0.12646,-0.85864,0.48218,3
-0.12732,-0.82996,0.45825,3
-0.14490,-0.84741,0.49390,3
-0.14539,-0.93591,0.55457,3
-0.13403,-0.91882,0.44031,3
-0.12732,-0.84900,0.37561,3
-0.12793,-0.85950,0.37964,3
-0.14111,-0.95410,0.33765,3
-0.13147,-0.95935,0.40771,3
-0.12683,-0.90686,0.31714,3
-0.13000,-0.95190,0.26440,3
-0.13477,-0.94067,0.34253,3
-0.11987,-0.88611,0.33752,3
-0.13513,-0.91724,0.28369,3
-0.15906,-0.97375,0.26880,3
-0.16663,-1.02576,0.28357,3
-0.14404,-0.95728,0.26257,3
-0.12378,-0.87988,0.22217,3
-0.12769,-0.92969,0.26770,3
-0.13855,-0.95020,0.26392,3
-0.14600,-0.94214,0.26208,3
-0.15112,-0.98828,0.26416,3
-0.15356,-0.97144,0.27893,3
-0.14978,-0.95789,0.33105,3
-0.14111,-0.91406,0.31714,3
-0.14343,-0.91504,0.35107,3
-0.13562,-0.93250,0.37207,3
-0.12903,-0.87317,0.37280,3
-0.12561,-0.85596,0.43494,3
-0.12585,-0.88086,0.45374,3
-0.13330,-0.90894,0.44653,3
-0.14722,-0.92578,0.42554,3
-0.15088,-0.92725,0.46777,3
-0.12170,-0.87000,0.47229,3
-0.11035,-0.79517,0.45496,3
-0.11707,-0.80090,0.47986,3
-0.13501,-0.89661,0.52405,3
-0.13025,-0.88330,0.51086,3
-0.11060,-0.85986,0.51038,3
-0.09900,-0.79419,0.48425,3
-0.09814,-0.81311,0.51282,3
-0.10669,-0.84412,0.55371,3
-0.11548,-0.84656,0.54736,3
-0.10669,-0.82483,0.51953,3
-0.10645,-0.79443,0.51514,3
-0.10571,-0.78101,0.54834,3
-0.11511,-0.80457,0.59314,3
-0.12793,-0.87878,0.61340,3
-0.12634,-0.88074,0.61572,3
-0.10596,-0.78162,0.60718,3
-0.09692,-0.71533,0.58923,3
-0.10498,-0.73657,0.59143,3
-0.10742,-0.77820,0.58704,3
-0.12878,-0.81653,0.66284,3
-0.13293,-0.79932,0.69519,3
-0.12378,-0.75464,0.68799,3
-0.10962,-0.73584,0.65918,3
-0.10254,-0.68823,0.64368,3
-0.09436,-0.69836,0.65125,3
-0.11914,-0.74146,0.68359,3
-0.14514,-0.81995,0.72583,3
-0.12366,-0.73315,0.68604,3
-0.10352,-0.65271,0.65234,3
-0.12561,-0.72241,0.68408,3
-0.13989,-0.76477,0.71924,3
-0.11938,-0.72949,0.68152,3
-0.10486,-0.69348,0.67163,3
-0.11353,-0.70178,0.72046,3
-0.12256,-0.70447,0.73096,3
-0.13110,-0.70361,0.71411,3
-0.12512,-0.71094,0.73340,3
-0.10901,-0.68176,0.69482,3
-0.10620,-0.67615,0.68689,3
-0.11084,-0.68774,0.72595,3
-0.12317,-0.69568,0.73645,3
-0.12646,-0.69104,0.73865,3
-0.11743,-0.67920,0.71509,3
-0.11328,-0.69580,0.72119,3
-0.11133,-0.70276,0.72192,3
-0.10547,-0.67126,0.70154,3
-0.10754,-0.65381,0.72559,3
-0.11658,-0.68604,0.73987,3
-0.13098,-0.72510,0.75098,3
-0.11743,-0.68823,0.72449,3
-0.10071,-0.66711,0.68433,3
-0.10254,-0.67419,0.72681,3
-0.10962,-0.68884,0.74048,3
-0.11853,-0.68530,0.71558,3
-0.11902,-0.69678,0.72473,3
-0.11255,-0.68579,0.72327,3
-0.11450,-0.71509,0.71936,3
-0.10669,-0.68420,0.72339,3
-0.10693,-0.67102,0.71155,3
-0.11707,-0.69568,0.72534,3
-0.11926,-0.71094,0.72681,3
-0.10278,-0.67432,0.72205,3
-0.09314,-0.65405,0.70483,3
-0.10242,-0.66382,0.70642,3
-0.11768,-0.70410,0.74695,3
-0.12146,-0.72693,0.74780,3
-0.10718,-0.69141,0.71106,3
-0.09790,-0.64001,0.68616,3
-0.11316,-0.70227,0.72241,3
-0.12354,-0.73047,0.73413,3
-0.10486,-0.68372,0.72339,3
-0.09692,-0.65942,0.69336,3
-0.10474,-0.67383,0.68909,3
-0.12244,-0.72388,0.71973,3
-0.12134,-0.73694,0.72388,3
-0.10779,-0.70581,0.69421,3
-0.10767,-0.69214,0.68433,3
-0.11084,-0.70239,0.69019,3
-0.11841,-0.73022,0.70874,3
-0.11951,-0.73511,0.68604,3
-0.11096,-0.72131,0.66357,3
-0.10742,-0.69446,0.65747,3
-0.12061,-0.74792,0.66882,3
-0.12683,-0.76208,0.65002,3
-0.12524,-0.77588,0.58398,3
-0.12610,-0.80627,0.56958,3
-0.13318,-0.80249,0.60950,3
-0.13452,-0.81335,0.54565,3
-0.14111,-0.84204,0.55750,3
-0.15002,-0.86890,0.54175,3
-0.14233,-0.85071,0.51270,3
-0.13538,-0.82227,0.48730,3
-0.14136,-0.84692,0.46521,3
-0.16028,-0.87268,0.47839,3
-0.16211,-0.89197,0.48804,3
-0.15112,-0.89087,0.46216,3
-0.14880,-0.86316,0.41309,3
-0.15442,-0.88513,0.42651,3
-0.16382,-0.93445,0.44751,3
-0.16895,-0.92859,0.42847,3
-0.15613,-0.89221,0.42737,3
-0.14819,-0.90234,0.41858,3
-0.14917,-0.94031,0.42908,3
-0.14661,-0.95178,0.45349,3
-0.14233,-0.90295,0.38989,3
-0.13232,-0.89453,0.39453,3
-0.11328,-0.85291,0.41321,3
-0.11475,-0.88123,0.41675,3
-0.12708,-0.98389,0.44116,3
-0.13843,-0.98035,0.42029,3
-0.11536,-0.97546,0.38538,3
-0.07178,-0.92542,0.37646,3
-0.06177,-0.86316,0.32947,3
-0.05725,-0.92224,0.34949,3
-0.05945,-0.91077,0.36450,3
-0.05664,-0.99304,0.35767,3
-0.04602,-0.95850,0.35840,3
-0.02185,-0.89832,0.35217,3
-0.01355,-0.85840,0.30713,3
-0.01038,-0.92358,0.34705,3
-0.00732,-0.98792,0.36914,3
-0.00916,-0.95190,0.34485,3
0.00525,-0.90112,0.31567,3
0.00513,-0.98376,0.36621,3
0.01318,-0.94763,0.34265,3
0.02124,-0.90796,0.30725,3
0.03601,-0.89697,0.29138,3
0.05347,-0.92395,0.32422,3
0.04138,-0.93115,0.32092,3
0.03638,-0.92078,0.33472,3
0.03833,-0.94019,0.31555,3
0.04517,-0.96057,0.32751,3
0.05847,-0.90234,0.30286,3
0.07373,-0.91479,0.34241,3
0.06714,-0.92957,0.34399,3
0.05908,-0.93372,0.34937,3
0.05884,-0.96045,0.36389,3
0.06433,-0.92200,0.34717,3
0.06970,-0.93115,0.35950,3
0.07336,-0.89062,0.34827,3
0.07043,-0.92065,0.35535,3
0.06860,-0.93604,0.36719,3
0.07861,-0.91003,0.36414,3
0.08655,-0.87659,0.35083,3
0.08716,-0.87854,0.35132,3
0.08765,-0.86487,0.35913,3
0.08081,-0.85669,0.33911,3
0.04626,-0.97913,0.39465,3
0.04150,-0.96484,0.37646,3
0.07019,-0.82812,0.36560,3
0.06396,-0.85767,0.37817,3
0.03650,-0.93982,0.40332,3
0.01099,-1.02222,0.43176,3
0.02478,-0.94836,0.40088,3
0.03589,-0.90735,0.38196,3
0.01282,-0.94421,0.34192,3
0.01990,-0.94275,0.36511,3
0.03577,-0.87659,0.35815,3
0.01709,-0.92505,0.36218,3
-0.01123,-1.02930,0.38733,3
-0.00073,-0.97986,0.38806,3
0.02856,-0.86511,0.36743,3
0.02539,-0.90393,0.36621,3
0.00269,-0.98621,0.37329,3
0.00879,-0.94885,0.35376,3
0.02588,-0.91406,0.35620,3
0.01282,-0.93738,0.37366,3
0.00146,-0.97241,0.37122,3
0.01343,-0.92224,0.34863,3
0.02490,-0.92688,0.36169,3
0.02734,-0.92712,0.37366,3
0.03503,-0.93726,0.38123,3
0.04321,-0.88611,0.38733,3
0.03186,-0.90796,0.37671,3
0.02539,-0.93396,0.35120,3
0.03625,-0.93579,0.39319,3
0.04333,-0.92090,0.35303,3
0.04285,-0.88721,0.34509,3
0.03540,-0.93164,0.37427,3
0.03101,-0.95081,0.38293,3
0.03088,-0.97314,0.37268,3
0.04419,-0.93433,0.38501,3
0.04639,-0.93616,0.38171,3
0.03601,-0.96741,0.38269,3
0.05103,-0.93115,0.38831,3
0.08350,-0.81750,0.36560,3
0.07800,-0.87219,0.37634,3
0.05261,-0.96838,0.38538,3
0.06567,-0.93896,0.36780,3
0.08911,-0.85144,0.37476,3
0.07434,-0.90112,0.38477,3
0.06104,-0.94885,0.41858,3
0.06909,-0.91736,0.39331,3
0.08423,-0.86853,0.35852,3
0.08545,-0.88269,0.38599,3
0.06641,-0.96863,0.40613,3
0.06067,-0.95398,0.38049,3
0.07532,-0.88550,0.37073,3
0.08069,-0.88586,0.38733,3
0.06726,-0.94348,0.38171,3
0.06372,-0.94653,0.39160,3
0.06873,-0.92590,0.39612,3
0.07385,-0.92407,0.38049,3
0.07568,-0.91663,0.37451,3
0.07715,-0.93970,0.40002,3
0.07593,-0.91418,0.37146,3
0.06763,-0.97827,0.39453,3
0.07251,-0.97400,0.43274,3
0.08655,-0.89490,0.39392,3
0.08850,-0.90955,0.38196,3
0.08752,-0.97852,0.43689,3
0.10266,-0.90283,0.39307,3
0.10913,-0.88989,0.38965,3
0.12012,-0.94238,0.44043,3
0.12976,-0.91968,0.40906,3
0.15576,-0.82275,0.37341,3
0.17993,-0.77869,0.40149,3
0.17468,-0.83240,0.41602,3
0.15295,-0.88757,0.41284,3
0.14868,-0.90491,0.42383,3
0.15173,-0.89526,0.43420,3
0.15002,-0.92163,0.43872,3
0.15430,-0.88757,0.41040,3
0.15698,-0.87866,0.41431,3
0.15955,-0.92236,0.44495,3
0.16113,-0.90564,0.42419,3
0.16284,-0.86938,0.40100,3
0.16724,-0.91003,0.42554,3
0.16589,-0.90967,0.42896,3
0.16467,-0.91858,0.41211,3
0.17090,-0.91211,0.40466,3
0.17651,-0.92664,0.41138,3
0.18530,-0.91443,0.40637,3
0.20825,-0.82312,0.38391,3
0.22424,-0.77844,0.36426,3
0.19189,-0.91956,0.40125,3
0.17542,-0.99951,0.42383,3
0.17065,-1.00793,0.43518,3
0.20032,-0.89966,0.36902,3
0.24011,-0.74463,0.33374,3
0.24365,-0.80554,0.37708,3
0.21252,-0.92065,0.39648,3
0.20325,-0.96387,0.40405,3
0.21777,-0.88489,0.38135,3
0.22217,-0.85278,0.36853,3
0.21924,-0.88367,0.38159,3
0.21472,-0.88940,0.37451,3
0.20984,-0.91711,0.37415,3
0.20935,-0.92114,0.38623,3
0.21545,-0.90039,0.38171,3
0.21692,-0.86255,0.36450,3
0.20007,-0.87268,0.32104,3
0.18701,-0.99084,0.40942,3
0.18665,-1.00391,0.45593,3
0.19080,-0.94543,0.39038,3
0.21130,-0.91602,0.37964,3
0.24072,-0.79187,0.36011,3
0.23645,-0.87195,0.38257,3
0.22668,-0.89966,0.38330,3
0.21924,-0.92969,0.38745,3
0.22083,-0.93091,0.37500,3
0.23022,-0.89832,0.36975,3
0.23987,-0.90637,0.40601,3
0.24512,-0.88879,0.39490,3
0.26099,-0.85413,0.37427,3
0.26355,-0.84204,0.36023,3
0.26904,-0.85791,0.37671,3
0.26270,-0.84827,0.38037,3
0.21985,-1.02991,0.40527,3
0.21228,-1.06738,0.42041,3
0.23779,-0.95068,0.41345,3
0.27490,-0.83472,0.38062,3
0.29749,-0.79932,0.36096,3
0.29968,-0.82263,0.39160,3
0.27942,-0.89954,0.39514,3
0.28748,-0.88318,0.36914,3
0.31738,-0.77271,0.33411,3
0.32202,-0.76013,0.33655,3
0.29846,-0.87109,0.39075,3
0.27649,-0.96301,0.41956,3
0.28894,-0.91162,0.40344,3
0.31238,-0.80969,0.35937,3
0.32446,-0.80273,0.36206,3
0.29785,-0.88037,0.35400,3
0.27686,-1.01318,0.41528,3
0.27686,-0.99805,0.42163,3
0.30688,-0.88403,0.36658,3
0.34631,-0.71765,0.34106,3
0.33948,-0.75391,0.32666,3
0.31030,-0.88782,0.40112,3
0.30090,-0.93323,0.43896,3
0.31226,-0.84497,0.37976,3
0.32800,-0.77747,0.36487,3
0.33020,-0.75635,0.32666,3
0.31555,-0.80566,0.37048,3
0.28027,-0.90930,0.39221,3
0.24890,-0.97717,0.38477,3
0.25562,-0.93298,0.38501,3
0.25562,-0.86414,0.37122,3
0.24536,-0.94531,0.40417,3
0.25146,-0.92932,0.41553,3
0.26575,-0.87036,0.35022,3
0.26477,-0.85815,0.34973,3
0.25940,-0.88159,0.36023,3
0.25427,-0.88525,0.36682,3
0.24060,-0.89539,0.37964,3
0.22937,-0.96106,0.38367,3
0.24683,-0.89026,0.36987,3
0.26355,-0.82703,0.33752,3
0.26978,-0.78528,0.33044,3
0.24219,-0.87463,0.38013,3
0.21826,-0.94299,0.37061,3
0.20129,-0.96558,0.34106,3
0.21436,-0.89307,0.36438,3
0.20837,-0.83838,0.36719,3
0.18262,-0.91504,0.35645,3
0.14478,-1.01074,0.37720,3
0.14197,-1.03845,0.37659,3
0.16650,-0.94226,0.36169,3
0.18970,-0.87695,0.34119,3
0.19006,-0.84802,0.34729,3
0.17639,-0.91443,0.34119,3
0.16272,-0.94080,0.36243,3
0.16309,-0.98083,0.38000,3
0.17236,-0.89929,0.36267,3
0.18311,-0.83521,0.32971,3
0.17688,-0.87256,0.36169,3
0.15637,-0.92627,0.37170,3
0.13794,-0.96997,0.35767,3
0.14490,-0.93774,0.36572,3
0.15747,-0.86633,0.35828,3
0.14844,-0.86011,0.32288,3
0.14307,-0.88257,0.32642,3
0.14209,-0.87219,0.32959,3
0.13562,-0.87317,0.33459,3
0.10413,-0.98132,0.41162,3
0.07947,-1.00720,0.36450,3
0.09375,-0.91333,0.35315,3
0.10181,-0.89758,0.36523,3
0.08838,-0.90271,0.32495,3
0.06982,-0.98083,0.36633,3
0.05591,-1.01563,0.39136,3
0.06079,-0.97046,0.33923,3
0.07581,-0.91699,0.35645,3
0.07642,-0.91919,0.33398,3
0.06470,-0.89917,0.30933,3
0.04895,-0.98999,0.35828,3
0.04822,-0.97083,0.33472,3
0.06226,-0.92395,0.32971,3
0.05920,-0.92444,0.34021,3
0.04919,-0.90930,0.30994,3
0.03333,-1.00159,0.34949,3
0.03052,-0.99207,0.33691,3
0.04675,-0.88794,0.27856,3
0.05798,-0.90247,0.34387,3
0.02124,-0.98474,0.33105,3
0.00806,-1.03894,0.35071,3
0.02979,-0.91565,0.34424,3
0.05042,-0.88330,0.33972,3
0.05554,-0.86938,0.36621,3
0.02515,-0.95544,0.36328,3
0.01038,-0.99780,0.34314,3
0.01880,-0.92920,0.33508,3
0.02795,-0.89722,0.33215,3
0.02417,-0.89795,0.33240,3
0.00647,-0.95667,0.34131,3
-0.00134,-0.99011,0.35901,3
0.01062,-0.93689,0.34949,3
0.01794,-0.91370,0.31299,3
0.01160,-0.93054,0.33630,3
-0.00256,-0.97656,0.34387,3
-0.00098,-0.93323,0.32471,3
-0.00098,-0.95679,0.34119,3
0.00696,-0.92017,0.31543,3
0.01001,-0.90442,0.31030,3
-0.01660,-0.97375,0.32422,3
-0.03955,-1.03442,0.32166,3
-0.02234,-0.97668,0.29651,3
0.01575,-0.88318,0.32874,3
0.02881,-0.88855,0.33008,3
0.01355,-0.93347,0.35852,3
-0.01343,-0.99365,0.36768,3
-0.00549,-0.91858,0.34094,3
0.00513,-0.86987,0.31909,3
0.00012,-0.89587,0.32751,3
-0.02075,-0.98145,0.33179,3
-0.02319,-1.00427,0.34143,3
-0.01025,-0.91528,0.29675,3
-0.01099,-0.89551,0.30701,3
-0.02881,-0.94922,0.29248,3
-0.03613,-0.98401,0.31763,3
-0.03821,-1.00281,0.27808,3
-0.02197,-0.94617,0.31299,3
-0.01331,-0.91748,0.30676,3
-0.02014,-0.94067,0.33887,3
-0.03259,-0.98596,0.35522,3
-0.02380,-0.95496,0.34839,3
-0.00623,-0.87781,0.29858,3
-0.01318,-0.88745,0.30920,3
-0.03015,-0.98145,0.36536,3
-0.03699,-0.97729,0.33899,3
-0.01807,-0.90625,0.33093,3
-0.00720,-0.87524,0.34338,3
-0.02332,-0.93091,0.37317,3
-0.05200,-1.01660,0.36182,3
-0.04468,-0.97852,0.35229,3
-0.01526,-0.88403,0.34302,3
-0.02087,-0.90784,0.33948,3
-0.04395,-0.95837,0.33948,3
-0.04517,-0.96082,0.37085,3
-0.03259,-0.94348,0.36353,3
-0.02942,-0.93811,0.35364,3
-0.02576,-0.91650,0.35010,3
-0.02087,-0.93384,0.40137,3
-0.01648,-0.92761,0.39453,3
-0.01135,-0.90076,0.39587,3
-0.00549,-0.85364,0.39587,3
-0.00989,-0.91553,0.39893,3
-0.01660,-0.92700,0.42261,3
-0.00659,-0.88611,0.39856,3
-0.00317,-0.89062,0.43176,3
-0.00513,-0.90942,0.44556,3
-0.00818,-0.90466,0.41394,3
-0.00623,-0.90015,0.43689,3
-0.01147,-0.90247,0.41431,3
-0.00952,-0.91016,0.44849,3
-0.00793,-0.93823,0.45679,3
-0.00769,-0.88843,0.44714,3
-0.00098,-0.87134,0.44348,3
-0.00085,-0.88269,0.44690,3
-0.00208,-0.88391,0.47583,3
-0.00024,-0.88904,0.48596,3
0.00659,-0.90027,0.49255,3
0.01196,-0.84314,0.47498,3
0.01733,-0.82788,0.50757,3
0.00867,-0.87878,0.54517,3
0.00476,-0.87122,0.52344,3
0.01709,-0.83765,0.51343,3
0.02844,-0.79919,0.52832,3
0.02417,-0.83716,0.56494,3
0.01733,-0.82800,0.55286,3
0.02112,-0.83533,0.55859,3
0.02332,-0.81958,0.55396,3
0.02319,-0.81335,0.55225,3
0.02161,-0.82581,0.55786,3
0.01880,-0.82507,0.56067,3
0.01611,-0.81738,0.54712,3
0.01501,-0.82422,0.54956,3
0.00891,-0.85352,0.53979,3
0.00854,-0.85034,0.54077,3
0.01038,-0.82300,0.52954,3
0.00769,-0.83179,0.51990,3
0.00647,-0.84033,0.52051,3
0.00012,-0.84973,0.51196,3
-0.01233,-0.90137,0.49304,3
-0.01196,-0.90820,0.47974,3
-0.00354,-0.87048,0.47278,3
-0.00415,-0.81763,0.44812,3
-0.01477,-0.84607,0.44067,3
-0.02942,-0.91101,0.43286,3
-0.03662,-0.88062,0.38538,3
-0.03491,-0.89246,0.38354,3
-0.05078,-1.00305,0.43005,3
-0.06335,-0.95972,0.34705,3
-0.05713,-0.93774,0.32080,3
-0.06116,-0.93164,0.31091,3
-0.08093,-0.99475,0.27405,3
-0.08081,-1.00684,0.29529,3
-0.07056,-0.97266,0.29492,3
-0.06641,-0.92273,0.22485,3
-0.07874,-0.97144,0.24475,3
-0.08411,-0.99768,0.24768,3
-0.07117,-0.97888,0.25671,3
-0.06030,-0.94849,0.25562,3
-0.06360,-0.96655,0.26282,3
-0.07410,-0.96924,0.25940,3
-0.07874,-0.95972,0.22534,3
-0.06848,-0.95923,0.24170,3
-0.06201,-0.94458,0.25391,3
-0.06042,-0.93762,0.27197,3
-0.05908,-0.96790,0.30615,3
-0.05969,-0.98145,0.32397,3
-0.05042,-0.93469,0.30872,3
-0.03857,-0.90186,0.33130,3
-0.03833,-0.90540,0.34863,3
-0.04236,-0.92957,0.38086,3
-0.03687,-0.92627,0.39026,3
-0.03003,-0.90100,0.39441,3
-0.03088,-0.89258,0.40918,3
