audio,label
39,1
38,1
42,1
40,1
37,1
33,1
26,1
29,1
26,1
25,1
26,1
19,1
73,1
78,1
76,1
84,1
83,1
81,1
80,1
77,1
75,1
72,1
81,1
84,1
84,1
88,1
91,1
93,1
95,1
97,1
99,1
98,1
95,1
97,1
101,1
101,1
100,1
95,1
99,1
99,1
99,1
98,1
100,1
99,1
100,1
93,1
95,1
94,1
95,1
98,1
99,1
100,1
103,1
103,1
96,1
97,1
93,1
96,1
99,1
101,1
104,1
100,1
101,1
98,1
103,1
107,1
104,1
105,1
104,1
102,1
99,1
97,1
98,1
98,1
98,1
98,1
100,1
100,1
106,1
107,1
105,1
104,1
102,1
103,1
102,1
102,1
102,1
99,1
100,1
99,1
100,1
96,1
93,1
91,1
86,1
88,1
92,1
89,1
87,1
83,1
83,1
80,1
-22,1
-21,1
-22,1
-24,1
-22,1
-22,1
-21,1
-19,1
-20,1
-20,1
-19,1
-22,1
-20,1
-19,1
-22,1
-23,1
-22,1
-19,1
-16,1
-14,1
-9,1
-5,1
-1,1
-4,1
-7,1
-10,1
-9,1
-7,1
-8,1
-6,1
-4,1
1,1
-1,1
1,1
1,1
3,1
4,1
5,1
-1,1
-1,1
-3,1
1,1
2,1
5,1
6,1
1,1
2,1
3,1
4,1
2,1
4,1
6,1
4,1
7,1
13,1
12,1
10,1
12,1
17,1
15,1
14,1
16,1
20,1
19,1
-48,1
-50,1
-54,1
-55,1
-53,1
-56,1
-66,1
-60,1
-56,1
-51,1
-49,1
-44,1
-45,1
-49,1
-50,1
-62,1
-63,1
-64,1
-67,1
-65,1
-64,1
-58,1
-55,1
-55,1
-53,1
-48,1
-47,1
-44,1
-47,1
-55,1
-59,1
-53,1
-60,1
-64,1
-66,1
-60,1
-60,1
-65,1
-64,1
-54,1
-54,1
-55,1
-59,1
-56,1
-55,1
-64,1
-67,1
-70,1
-64,1
-62,1
-61,1
-63,1
-67,1
-61,1
-56,1
-58,1
-64,1
-63,1
-62,1
-66,1
-59,1
-60,1
-61,1
-58,1
-58,1
-55,1
-50,1
-45,1
-45,1
-44,1
-43,1
-43,1
-36,1
-35,1
-38,1
-40,1
-41,1
-43,1
-46,1
-38,1
-32,1
-29,1
-29,1
-28,1
-24,1
-30,1
-29,1
-28,1
-30,1
-34,1
-37,1
-38,1
-30,1
-25,1
-24,1
-19,1
-21,1
-21,1
-22,1
-22,1
-20,1
-16,1
-22,1
-22,1
-25,1
-18,1
-14,1
-24,1
24,1
30,1
33,1
16,1
14,1
8,1
13,1
9,1
13,1
17,1
6,1
19,1
18,1
7,1
15,1
12,1
11,1
16,1
8,1
12,1
20,1
18,1
11,1
11,1
14,1
14,1
17,1
22,1
23,1
15,1
16,1
14,1
12,1
10,1
4,1
5,1
12,1
14,1
15,1
12,1
20,1
29,1
30,1
34,1
30,1
36,1
35,1
37,1
37,1
36,1
44,1
43,1
41,1
39,1
39,1
39,1
44,1
46,1
44,1
54,1
57,1
58,1
62,1
57,1
53,1
52,1
48,1
46,1
48,1
51,1
60,1
57,1
55,1
54,1
53,1
53,1
56,1
52,1
49,1
53,1
55,1
57,1
54,1
58,1
51,1
45,1
44,1
40,1
41,1
36,1
48,1
43,1
39,1
48,1
45,1
56,1
62,1
56,1
65,1
56,1
53,1
55,1
53,1
62,1
56,1
54,1
63,1
70,1
70,1
75,1
76,1
78,1
77,1
75,1
62,1
62,1
65,1
61,1
68,1
65,1
68,1
76,1
78,1
73,1
74,1
76,1
75,1
76,1
76,1
71,1
73,1
76,1
71,1
69,1
72,1
75,1
77,1
80,1
81,1
83,1
82,1
86,1
83,1
74,1
77,1
76,1
70,1
70,1
75,1
75,1
82,1
86,1
85,1
81,1
82,1
85,1
81,1
81,1
86,1
85,1
80,1
76,1
74,1
73,1
65,1
66,1
65,1
66,1
68,1
75,1
74,1
27,1
17,1
21,1
18,1
10,1
10,1
12,1
11,1
2,1
-2,1
-1,1
-3,1
-2,1
-2,1
0,1
-2,1
-2,1
-5,1
-8,1
-6,1
-5,1
-8,1
-9,1
-6,1
-1,1
-4,1
3,1
-5,1
-2,1
-7,1
-14,1
-16,1
-11,1
-19,1
-23,1
-20,1
-18,1
-21,1
-22,1
-22,1
-24,1
-21,1
-28,1
-21,1
-24,1
-25,1
-28,1
-28,1
-29,1
-30,1
-31,1
-29,1
-36,1
-40,1
-40,1
-40,1
-41,1
-47,1
-39,1
-43,1
-48,1
-41,1
-40,1
-30,1
-20,1
-16,1
-18,1
-14,1
-16,1
-29,1
-27,1
-31,1
-28,1
-20,1
-20,1
-25,1
-24,1
-20,1
-21,1
-18,1
-24,1
-20,1
-20,1
-23,1
-17,1
-27,1
-25,1
-22,1
-27,1
-26,1
-25,1
-27,1
-30,1
-28,1
-30,1
-33,1
-29,1
-33,1
-32,1
-42,1
-43,1
-48,1
-47,1
-44,1
-47,1
-47,1
-41,1
-38,1
-48,1
-48,1
-44,1
-50,1
-54,1
-50,1
-43,1
-40,1
-37,1
-36,1
-42,1
-41,1
-37,1
-43,1
-41,1
-35,1
-46,1
-51,1
-54,1
-58,1
-57,1
-52,1
-55,1
-51,1
-50,1
-51,1
-59,1
-65,1
-58,1
-66,1
-69,1
-75,1
-71,1
-45,1
-59,1
-46,1
-53,1
-39,1
-44,1
-30,1
-32,1
-33,1
-12,1
-44,1
-15,1
-37,1
-15,1
-25,1
-28,1
-22,1
-24,1
-5,1
-27,1
1,1
-5,1
-8,1
6,1
-8,1
-2,1
-10,1
-18,1
-14,1
-16,1
-10,1
-9,1
3,1
1,1
-3,1
0,1
-4,1
-3,1
-9,1
-1,1
-10,1
-2,1
1,1
-7,1
-11,1
-17,1
-9,1
-23,1
-13,1
-10,1
-19,1
-5,1
-13,1
0,1
-4,1
0,1
2,1
4,1
16,1
7,1
9,1
-2,1
-2,1
16,1
24,1
25,1
4,1
-13,1
28,1
5,1
40,1
44,1
18,1
40,1
38,1
36,1
42,1
29,1
33,1
28,1
42,1
25,1
19,1
38,1
25,1
16,1
54,1
3,1
17,1
34,1
3,1
30,1
0,1
8,1
7,1
17,1
8,1
14,1
12,1
5,1
22,1
27,1
7,1
13,1
9,1
-14,1
1,1
-4,1
-10,1
3,1
3,1
2,1
2,1
3,1
13,1
12,1
15,1
6,1
13,1
15,1
8,1
3,1
25,1
4,1
28,1
18,1
22,1
6,1
6,1
23,1
7,1
5,1
-1,1
9,1
19,1
6,1
11,1
19,1
24,1
11,1
10,1
4,1
6,1
13,1
3,1
45,1
58,1
56,1
56,1
57,1
61,1
53,1
53,1
45,1
33,1
35,1
37,1
44,1
47,1
34,1
49,1
58,1
47,1
53,1
60,1
54,1
44,1
41,1
44,1
32,1
26,1
31,1
48,1
47,1
43,1
51,1
49,1
65,1
45,1
32,1
75,1
30,1
23,1
22,1
34,1
42,1
45,1
53,1
66,1
72,1
51,1
31,1
26,1
32,1
16,1
27,1
34,1
48,1
54,1
47,1
39,1
31,1
16,1
14,1
27,1
22,1
27,1
10,1
20,1
30,1
14,1
17,1
26,1
31,1
16,1
35,1
37,1
40,1
52,1
38,1
34,1
41,1
34,1
30,1
32,1
30,1
31,1
40,1
45,1
48,1
45,1
38,1
24,1
26,1
32,1
31,1
28,1
33,1
35,1
31,1
30,1
38,1
45,1
42,1
32,1
30,1
23,1
18,1
11,1
17,1
28,1
14,1
27,1
31,1
37,1
34,1
35,1
24,1
23,1
27,1
24,1
29,1
34,1
28,1
28,1
32,1
21,1
42,1
30,1
3,1
7,1
-2,1
-26,1
-35,1
-49,1
-46,1
-72,1
-54,1
-46,1
-52,1
31,1
28,1
24,1
40,1
32,1
40,1
50,1
52,1
55,1
41,1
29,1
14,1
-10,1
-19,1
-29,1
-8,1
2,1
-3,1
9,1
-4,1
-3,1
12,1
5,1
-11,1
-18,1
-35,1
-35,1
-30,1
-21,1
-10,1
-15,1
3,1
2,1
-2,1
13,1
15,1
15,1
14,1
17,1
13,1
14,1
10,1
13,1
16,1
10,1
2,1
2,1
7,1
8,1
23,1
24,1
24,1
22,1
22,1
-1,1
-1,1
-13,1
-18,1
-31,1
-25,1
-12,1
-5,1
-2,1
8,1
11,1
3,1
-10,1
-38,1
-46,1
-43,1
-46,1
-41,1
-42,1
-41,1
-39,1
-40,1
-42,1
-40,1
-23,1
-23,1
-21,1
-21,1
-27,1
-30,1
-27,1
-32,1
-28,1
-26,1
-29,1
-23,1
-24,1
-22,1
-17,1
-12,1
-16,1
-16,1
-18,1
-13,1
-13,1
-14,1
-15,1
-15,1
-22,1
-23,1
-19,1
-12,1
-5,1
-4,1
-10,1
-13,1
-14,1
-14,1
-15,1
-18,1
-16,1
-12,1
-18,1
-20,1
-11,1
-6,1
-5,1
-2,1
3,1
-1,1
5,1
-11,1
-7,1
3,1
8,1
7,1
3,1
3,1
-1,1
-4,1
-9,1
-9,1
-2,1
-2,1
1,1
1,1
4,1
0,1
1,1
2,1
3,1
1,1
-4,1
0,1
-7,1
-12,1
-7,1
-6,1
-11,1
-4,1
0,1
5,1
6,1
8,1
13,1
9,1
6,1
4,1
5,1
4,1
5,1
6,1
7,1
7,1
11,1
4,1
10,1
12,1
9,1
4,1
3,1
4,1
2,1
4,1
12,1
17,1
10,1
7,1
9,1
14,1
17,1
15,1
7,1
11,1
13,1
3,1
2,1
5,1
8,1
16,1
22,1
22,1
23,1
32,1
19,1
18,1
17,1
15,1
11,1
15,1
17,1
18,1
24,1
22,1
20,1
17,1
20,1
17,1
24,1
13,1
9,1
13,1
14,1
11,1
12,1
7,1
9,1
10,1
11,1
21,1
18,1
6,1
16,1
29,1
32,1
20,1
27,1
27,1
8,1
13,1
7,1
-4,1
14,1
22,1
20,1
25,1
20,1
30,1
17,1
34,1
29,1
0,1
-2,1
-1,1
-11,1
-4,1
8,1
24,1
30,1
32,1
12,1
12,1
23,1
-6,1
0,1
4,1
12,1
16,1
20,1
14,1
14,1
9,1
5,1
14,1
6,1
-6,1
-6,1
-2,1
-3,1
-2,1
0,1
3,1
13,1
12,1
4,1
6,1
1,1
-1,1
2,1
5,1
5,1
13,1
7,1
4,1
6,1
-1,1
-8,1
9,1
-1,1
-13,1
2,1
12,1
15,1
10,1
12,1
13,1
13,1
5,1
1,1
0,1
8,1
15,1
14,1
12,1
11,1
15,1
13,1
24,1
29,1
30,1
22,1
13,1
6,1
6,1
-1,1
10,1
12,1
20,1
19,1
23,1
18,1
16,1
12,1
14,1
5,1
5,1
6,1
-3,1
-7,1
-8,1
52,1
50,1
53,1
55,1
40,1
40,1
39,1
43,1
45,1
45,1
36,1
40,1
43,1
38,1
31,1
32,1
25,1
17,1
14,1
13,1
15,1
12,1
12,1
8,1
13,1
11,1
9,1
11,1
11,1
8,1
5,1
1,1
0,1
5,1
5,1
7,1
1,1
3,1
-5,1
-5,1
-8,1
-12,1
-4,1
-4,1
-8,1
-12,1
-8,1
-13,1
-19,1
-15,1
-12,1
-13,1
-10,1
-5,1
-7,1
-4,1
-3,1
-7,1
2,1
-3,1
4,1
2,1
9,1
7,1
6,1
5,1
6,1
3,1
7,1
8,1
11,1
21,1
25,1
19,1
21,1
25,1
21,1
23,1
23,1
22,1
21,1
18,1
14,1
14,1
12,1
23,1
27,1
22,1
28,1
26,1
18,1
11,1
12,1
14,1
9,1
9,1
11,1
11,1
10,1
13,1
13,1
18,1
14,1
10,1
8,1
1,1
-1,1
-1,1
3,1
3,1
-5,1
-6,1
-15,1
-17,1
-20,1
-19,1
-23,1
-25,1
-23,1
-22,1
-27,1
-32,1
-27,1
-26,1
-30,1
-29,1
-25,1
-25,1
-25,1
-26,1
-21,1
-23,1
-21,1
-22,1
-15,1
-6,1
-7,1
-13,1
-18,1
-22,1
-21,1
-14,1
-13,1
-7,1
-7,1
-7,1
-4,1
-1,1
-3,1
-1,1
-1,1
1,1
0,1
-4,1
-7,1
-15,1
-9,1
-11,1
17,1
17,1
24,1
15,1
19,1
14,1
14,1
8,1
0,1
-1,1
-7,1
3,1
4,1
11,1
17,1
19,1
20,1
19,1
12,1
12,1
9,1
11,1
14,1
5,1
11,1
18,1
25,1
28,1
34,1
41,1
35,1
34,1
33,1
26,1
24,1
27,1
29,1
32,1
33,1
36,1
37,1
37,1
38,1
34,1
36,1
39,1
33,1
25,1
20,1
12,1
15,1
19,1
20,1
28,1
33,1
40,1
39,1
31,1
33,1
27,1
27,1
27,1
29,1
34,1
33,1
34,1
30,1
30,1
28,1
29,1
30,1
29,1
28,1
26,1
22,1
19,1
20,1
25,1
31,1
33,1
30,1
22,1
21,1
-20,1
-14,1
-17,1
-11,1
-2,1
-5,1
-5,1
3,1
-1,1
-3,1
0,1
-3,1
-6,1
-6,1
-3,1
-7,1
-6,1
4,1
9,1
12,1
11,1
7,1
11,1
13,1
3,1
-2,1
2,1
-3,1
-1,1
-1,1
5,1
8,1
17,1
13,1
17,1
15,1
17,1
16,1
18,1
12,1
11,1
10,1
11,1
19,1
19,1
22,1
26,1
29,1
32,1
34,1
29,1
28,1
26,1
21,1
20,1
19,1
11,1
13,1
15,1
21,1
23,1
25,1
21,1
19,1
18,1
20,1
11,1
11,1
11,1
15,1
13,1
21,1
19,1
19,1
19,1
-7,1
-9,1
-12,1
-8,1
-7,1
-6,1
-6,1
-9,1
-2,1
-5,1
0,1
1,1
2,1
-4,1
-5,1
-2,1
0,1
2,1
5,1
10,1
8,1
5,1
3,1
3,1
9,1
-3,1
-4,1
-3,1
-3,1
0,1
-2,1
-9,1
-13,1
-10,1
-20,1
-17,1
-18,1
-26,1
-23,1
-25,1
-24,1
-30,1
-23,1
-16,1
-18,1
-28,1
-24,1
-22,1
-31,1
-29,1
-26,1
-31,1
-26,1
-22,1
-22,1
-28,1
-22,1
-19,1
-15,1
-13,1
-17,1
-7,1
-10,1
-15,1
-11,1
-14,1
-17,1
-19,1
-16,1
-14,1
-13,1
-10,1
-8,1
-7,1
-3,1
-1,1
-2,1
-3,1
-6,1
-5,1
0,1
-3,1
-5,1
-8,1
-1,1
-6,1
-3,1
0,1
-3,1
-3,1
8,1
13,1
3,1
4,1
6,1
12,1
13,1
6,1
10,1
13,1
13,1
17,1
18,1
14,1
10,1
10,1
13,1
13,1
18,1
23,1
24,1
27,1
24,1
20,1
19,1
16,1
7,1
6,1
13,1
6,1
9,1
13,1
7,1
10,1
11,1
2,1
8,1
6,1
2,1
-2,1
-2,1
-8,1
-8,1
-8,1
-9,1
-3,1
-8,1
-6,1
-5,1
-8,1
-8,1
-10,1
-19,1
-20,1
-18,1
-20,1
-17,1
-15,1
-13,1
-13,1
-17,1
-15,1
-12,1
-15,1
-11,1
-11,1
-18,1
-24,1
-20,1
-19,1
-24,1
-22,1
-20,1
-15,1
-18,1
-6,1
-12,1
-14,1
0,1
5,1
8,1
14,1
13,1
10,1
14,1
6,1
5,1
4,1
-2,1
-3,1
-6,1
-3,1
-13,1
-16,1
-12,1
-11,1
-4,1
-4,1
-9,1
-7,1
-2,1
-11,1
-14,1
-10,1
-9,1
-4,1
-4,1
-2,1
4,1
12,1
1,1
7,1
15,1
6,1
0,1
1,1
3,1
1,1
5,1
3,1
0,1
1,1
-2,1
-8,1
-7,1
-2,1
-3,1
-4,1
-3,1
-5,1
-4,1
-3,1
2,1
-2,1
-5,1
-3,1
-9,1
-2,1
-2,1
-4,1
-2,1
5,1
0,1
-2,1
2,1
-3,1
-13,1
0,1
-4,1
-14,1
-10,1
-13,1
-11,1
-7,1
-5,1
4,1
3,1
7,1
9,1
8,1
2,1
-1,1
0,1
0,1
3,1
8,1
17,1
12,1
10,1
17,1
20,1
18,1
19,1
24,1
28,1
11,1
5,1
3,1
11,1
8,1
2,1
-2,1
1,1
1,1
3,1
-5,1
-2,1
3,1
0,1
9,1
-24,1
6,1
-11,1
-14,1
9,1
-10,1
10,1
2,1
5,1
-4,1
5,1
1,1
-5,1
3,1
9,1
7,1
26,1
34,1
24,1
23,1
19,1
9,1
9,1
6,1
15,1
19,1
18,1
8,1
18,1
16,1
19,1
1,1
2,1
26,1
14,1
14,1
7,1
22,1
36,1
18,1
4,1
20,1
46,1
0,1
11,1
6,1
11,1
-8,1
-14,1
8,1
0,1
10,1
14,1
10,1
15,1
-1,1
30,1
24,1
7,1
31,1
17,1
21,1
9,1
30,1
8,1
-13,1
-4,1
36,1
74,1
62,1
57,1
24,1
18,1
10,1
13,1
26,1
49,1
51,1
-5,1
24,1
-24,1
17,1
0,1
-27,1
-10,1
27,1
7,1
28,1
-12,1
-1,1
15,1
-20,1
-3,1
5,1
-16,1
-15,1
-13,1
-13,1
-12,1
-8,1
-13,1
-8,1
-6,1
-8,1
-7,1
-5,1
-3,1
4,1
8,1
2,1
4,1
11,1
15,1
7,1
11,1
6,1
7,1
10,1
12,1
13,1
-1,1
-7,1
0,1
7,1
-1,1
6,1
6,1
2,1
15,1
21,1
10,1
9,1
-3,1
-8,1
-3,1
-2,1
0,1
5,1
9,1
1,1
3,1
0,1
-7,1
-1,1
4,1
5,1
3,1
-1,1
-9,1
-5,1
-2,1
-2,1
-4,1
0,1
5,1
6,1
-2,1
8,1
16,1
9,1
9,1
4,1
0,1
-1,1
-4,1
-3,1
29,1
26,1
15,1
1,1
7,1
6,1
5,1
13,1
27,1
25,1
26,1
35,1
23,1
20,1
12,1
4,1
0,1
4,1
-2,1
-1,1
-2,1
4,1
4,1
5,1
9,1
5,1
1,1
4,1
2,1
1,1
4,1
0,1
1,1
-4,1
-9,1
2,1
-1,1
3,1
11,1
10,1
23,1
30,1
18,1
17,1
15,1
6,1
5,1
5,1
7,1
4,1
5,1
9,1
8,1
12,1
17,1
22,1
26,1
28,1
16,1
21,1
25,1
16,1
13,1
16,1
14,1
2,1
7,1
13,1
15,1
13,1
23,1
29,1
29,1
30,1
29,1
24,1
19,1
22,1
25,1
14,1
17,1
23,1
24,1
-29,1
-27,1
-28,1
-29,1
-27,1
-26,1
-24,1
-24,1
-24,1
-24,1
-18,1
-17,1
-11,1
-8,1
-12,1
-11,1
-19,1
-21,1
-18,1
-18,1
-16,1
-10,1
-12,1
-15,1
-16,1
-12,1
-8,1
-24,1
-27,1
-24,1
-42,1
-22,1
-19,1
-15,1
-13,1
4,1
-14,1
-20,1
-17,1
-15,1
-18,1
2,1
-7,1
-2,1
15,1
-8,1
-11,1
7,1
9,1
4,1
4,1
-5,1
-13,1
4,1
-16,1
-42,1
10,1
16,1
61,1
41,1
6,1
0,1
-4,1
18,1
8,1
39,1
60,1
62,1
23,1
-19,1
-41,1
-22,1
-7,1
-1,1
17,1
22,1
12,1
-7,1
-19,1
-20,1
-3,1
-10,1
-9,1
-7,1
-21,1
-16,1
-16,1
-16,1
10,1
14,1
16,1
-87,1
-90,1
-79,1
-85,1
-84,1
-76,1
-77,1
-83,1
-82,1
-81,1
-67,1
-79,1
-77,1
-75,1
-80,1
-72,1
-71,1
-72,1
-60,1
-65,1
-62,1
-57,1
-50,1
-55,1
-62,1
-62,1
-60,1
-59,1
-49,1
-44,1
-45,1
-39,1
-43,1
-45,1
-40,1
-47,1
-50,1
-48,1
-50,1
-49,1
-41,1
-35,1
-34,1
-34,1
-33,1
-33,1
-37,1
-35,1
-33,1
-32,1
-30,1
-33,1
-35,1
-29,1
-29,1
8,1
14,1
10,1
12,1
15,1
13,1
6,1
6,1
4,1
0,1
5,1
5,1
-3,1
-3,1
-3,1
-4,1
-7,1
-13,1
-9,1
-5,1
-10,1
-10,1
-11,1
-11,1
-16,1
-12,1
-7,1
-13,1
-20,1
-21,1
-24,1
-27,1
-24,1
-29,1
-32,1
-31,1
-29,1
-26,1
-23,1
-26,1
-24,1
-25,1
-28,1
-28,1
-25,1
-27,1
-30,1
-31,1
-26,1
-20,1
-20,1
-22,1
-17,1
-15,1
-12,1
-11,1
-7,1
-16,1
-19,1
-21,1
-13,1
54,1
53,1
53,1
53,1
49,1
50,1
51,1
53,1
53,1
55,1
51,1
52,1
50,1
48,1
46,1
46,1
47,1
42,1
42,1
41,1
37,1
35,1
37,1
40,1
44,1
42,1
41,1
39,1
30,1
32,1
31,1
27,1
26,1
22,1
20,1
14,1
14,1
13,1
5,1
3,1
3,1
0,1
-2,1
-9,1
-11,1
-11,1
-9,1
-10,1
-9,1
-10,1
-8,1
-7,1
-11,1
-7,1
-9,1
-3,1
-2,1
1,1
3,1
4,1
4,1
2,1
4,1
10,1
12,1
11,1
13,1
15,1
16,1
21,1
25,1
26,1
25,1
28,1
24,1
16,1
15,1
19,1
20,1
22,1
25,1
28,1
35,1
34,1
34,1
30,1
32,1
34,1
39,1
39,1
43,1
40,1
41,1
45,1
46,1
42,1
44,1
52,1
51,1
48,1
52,1
54,1
54,1
50,1
53,1
54,1
53,1
55,1
50,1
48,1
51,1
52,1
46,1
46,1
50,1
48,1
54,1
59,1
62,1
68,1
66,1
62,1
61,1
62,1
60,1
56,1
53,1
53,1
54,1
56,1
57,1
56,1
55,1
54,1
54,1
52,1
51,1
47,1
45,1
40,1
40,1
37,1
35,1
36,1
43,1
43,1
49,1
48,1
41,1
36,1
31,1
28,1
19,1
57,1
53,1
25,1
69,1
88,1
28,1
48,1
27,1
6,1
31,1
24,1
30,1
5,1
37,1
39,1
6,1
4,1
27,1
19,1
24,1
34,1
4,1
4,1
34,1
10,1
20,1
16,1
26,1
27,1
4,1
38,1
15,1
-9,1
15,1
-8,1
29,1
10,1
10,1
9,1
2,1
6,1
7,1
19,1
-11,1
-3,1
0,1
-6,1
-6,1
-20,1
-12,1
-5,1
-5,1
6,1
-21,1
5,1
-2,1
-11,1
-5,1
-23,1
-3,1
-1,1
-6,1
3,1
13,1
-2,1
-5,1
13,1
2,1
-1,1
-47,1
-50,1
-47,1
-46,1
-46,1
-44,1
-48,1
-59,1
-56,1
-54,1
-57,1
-57,1
-54,1
-52,1
-53,1
-49,1
-49,1
-47,1
-45,1
-48,1
-52,1
-54,1
-50,1
-53,1
-54,1
-47,1
-41,1
-38,1
-36,1
-38,1
-33,1
-36,1
-41,1
-39,1
-41,1
-43,1
-43,1
-38,1
-37,1
-37,1
-36,1
-42,1
-43,1
-43,1
-40,1
-42,1
-49,1
-48,1
-50,1
-52,1
-51,1
-43,1
-43,1
-37,1
-36,1
-64,1
-61,1
-65,1
-69,1
-66,1
-63,1
-64,1
-60,1
-56,1
-54,1
-54,1
-53,1
-56,1
-59,1
-55,1
-54,1
-53,1
-53,1
-52,1
-54,1
-55,1
-58,1
-60,1
-65,1
-60,1
-58,1
-52,1
-56,1
-46,1
-48,1
-45,1
-42,1
-51,1
-48,1
-51,1
-53,1
-54,1
-56,1
-55,1
-49,1
-51,1
-51,1
-60,1
-55,1
-54,1
-44,1
-41,1
-39,1
-35,1
-44,1
-44,1
-43,1
-33,1
-27,1
-25,1
-25,1
-30,1
-25,1
-22,1
-19,1
-16,1
-20,1
-18,1
-18,1
-19,1
-10,1
-10,1
-14,1
-12,1
-9,1
-12,1
-12,1
-14,1
-14,1
-17,1
-17,1
-15,1
-19,1
-19,1
-13,1
-11,1
-9,1
-8,1
-5,1
-6,1
-9,1
-14,1
-14,1
-15,1
-15,1
-16,1
-12,1
-16,1
-19,1
-17,1
-14,1
-18,1
-15,1
-11,1
-14,1
-8,1
-14,1
-19,1
-17,1
-16,1
12,1
8,1
7,1
12,1
9,1
8,1
5,1
8,1
9,1
8,1
8,1
7,1
4,1
3,1
-1,1
-4,1
-3,1
1,1
1,1
0,1
-1,1
0,1
-10,1
-13,1
-15,1
-15,1
-18,1
-17,1
-18,1
-17,1
-14,1
-5,1
-9,1
-10,1
-12,1
-13,1
-15,1
-10,1
-4,1
-1,1
-4,1
-13,1
-14,1
-11,1
-10,1
-10,1
-4,1
1,1
1,1
-3,1
-2,1
-3,1
-2,1
-1,1
-4,1
1,1
7,1
5,1
3,1
2,1
7,1
2,1
5,1
10,1
12,1
17,1
9,1
1,1
3,1
43,1
45,1
44,1
37,1
38,1
32,1
32,1
31,1
32,1
37,1
31,1
28,1
31,1
28,1
27,1
34,1
32,1
26,1
27,1
30,1
30,1
30,1
35,1
38,1
40,1
39,1
40,1
43,1
41,1
41,1
36,1
35,1
38,1
34,1
34,1
40,1
40,1
41,1
39,1
39,1
42,1
41,1
45,1
43,1
41,1
34,1
32,1
27,1
26,1
26,1
26,1
27,1
24,1
25,1
26,1
30,1
30,1
27,1
26,1
25,1
28,1
26,1
23,1
25,1
26,1
27,1
32,1
34,1
34,1
33,1
29,1
32,1
36,1
29,1
29,1
29,1
29,1
28,1
31,1
32,1
35,1
31,1
28,1
23,1
-12,1
-11,1
-12,1
-14,1
-12,1
-17,1
-20,1
-25,1
-23,1
-18,1
-17,1
-13,1
-13,1
-16,1
-14,1
-18,1
-15,1
-14,1
-16,1
-15,1
-15,1
-12,1
-14,1
-20,1
-24,1
-23,1
-18,1
-18,1
-22,1
-22,1
-25,1
-21,1
-20,1
-16,1
-12,1
-13,1
-14,1
-17,1
-20,1
-18,1
-18,1
-24,1
-23,1
-19,1
-20,1
-23,1
-26,1
-23,1
-18,1
-22,1
-18,1
-16,1
-10,1
-11,1
-11,1
-9,1
-2,1
-1,1
-2,1
-3,1
-2,1
2,1
-3,1
-1,1
9,1
10,1
15,1
16,1
14,1
18,1
15,1
15,1
18,1
16,1
15,1
12,1
14,1
16,1
21,1
22,1
15,1
14,1
11,1
10,1
5,1
1,1
2,1
1,1
-3,1
-3,1
-1,1
4,1
3,1
3,1
3,1
6,1
1,1
-8,1
-7,1
0,1
3,1
4,1
5,1
5,1
9,1
4,1
-3,1
-3,1
-4,1
-6,1
-7,1
-11,1
-7,1
-6,1
-7,1
-7,1
-3,1
-10,1
-9,1
-10,1
-9,1
-87,1
-88,1
-87,1
-88,1
-86,1
-88,1
-86,1
-81,1
-75,1
-75,1
-76,1
-71,1
-70,1
-66,1
-64,1
-64,1
-59,1
-58,1
-55,1
-53,1
-52,1
-51,1
-50,1
-50,1
-50,1
-43,1
-36,1
-33,1
-26,1
-25,1
-23,1
-21,1
-20,1
-24,1
-31,1
-29,1
-25,1
-18,1
-11,1
-10,1
-8,1
-6,1
-1,1
1,1
3,1
5,1
5,1
3,1
0,1
3,1
6,1
10,1
8,1
6,1
7,1
2,1
3,1
3,1
6,1
5,1
5,1
6,1
5,1
-30,1
-32,1
-29,1
-32,1
-27,1
-22,1
-25,1
-20,1
-25,1
-29,1
-27,1
-29,1
-28,1
-30,1
-26,1
-24,1
-28,1
-22,1
-22,1
-25,1
-25,1
-28,1
-29,1
-27,1
-21,1
-21,1
-21,1
-20,1
-21,1
-25,1
-27,1
-23,1
-23,1
-19,1
-19,1
-19,1
-17,1
-18,1
-24,1
-19,1
-17,1
-20,1
-17,1
-19,1
-13,1
-10,1
-17,1
-16,1
-12,1
-10,1
-8,1
-11,1
-13,1
-11,1
-20,1
-19,1
-15,1
-19,1
-19,1
43,1
50,1
43,1
41,1
41,1
42,1
33,1
42,1
37,1
39,1
31,1
38,1
28,1
27,1
33,1
34,1
32,1
40,1
40,1
34,1
36,1
34,1
27,1
23,1
29,1
29,1
25,1
27,1
34,1
32,1
32,1
29,1
32,1
30,1
20,1
19,1
23,1
25,1
29,1
26,1
25,1
22,1
26,1
26,1
36,1
33,1
36,1
23,1
17,1
14,1
10,1
13,1
10,1
12,1
13,1
3,1
2,1
-6,1
0,1
2,1
4,1
4,1
0,1
-2,1
-4,1
-6,1
-1,1
0,1
0,1
-1,1
-11,1
-8,1
-5,1
-5,1
2,1
5,1
5,1
-3,1
-10,1
-8,1
-9,1
-7,1
-11,1
-12,1
-15,1
-18,1
-17,1
-15,1
-12,1
-10,1
-12,1
-17,1
-17,1
-16,1
-17,1
-21,1
-23,1
-22,1
-20,1
-16,1
-19,1
-20,1
-27,1
-32,1
-31,1
-29,1
-28,1
-24,1
-26,1
-30,1
-29,1
-24,1
-26,1
-25,1
-28,1
-27,1
-27,1
-23,1
