aX,aY,aZ,label
-0.06470,-0.53271,-0.87061,4
0.00122,-0.39868,-0.94250,4
0.06128,-0.28381,-0.94104,4
0.09998,-0.24585,-0.94336,4
0.13208,-0.23828,-0.93774,4
0.16467,-0.25964,-0.93201,4
0.17688,-0.31128,-0.96375,4
0.15820,-0.35803,-0.85352,4
0.11609,-0.46082,-0.80188,4
0.02759,-0.36633,-0.91003,4
-0.02197,-0.19385,-1.05566,4
0.00354,-0.20142,-0.85596,4
-0.05408,-0.08569,-1.09082,4
-0.08289,-0.08423,-0.91724,4
-0.17212,-0.24780,-1.27710,4
-0.08569,-0.10278,-0.81982,4
-0.12329,-0.15625,-1.01038,4
-0.14050,-0.01318,-0.93909,4
-0.19312,-0.09412,-1.18652,4
-0.02368,-0.17859,-0.67590,4
-0.27856,-0.01416,-0.98267,4
-0.27820,0.10974,-0.91736,4
-0.37280,0.21851,-0.95557,4
-0.36035,0.24951,-0.86133,4
-0.39990,0.19104,-0.95410,4
-0.38281,-0.05872,-0.78149,4
-0.46936,-0.14258,-0.93335,4
-0.42285,-0.14795,-0.81445,4
-0.48145,-0.00623,-0.94189,4
-0.44714,0.12756,-0.86865,4
-0.45142,0.21692,-0.84399,4
-0.46033,0.32666,-0.81921,4
-0.44678,0.35266,-0.81482,4
-0.46362,0.39380,-0.76648,4
-0.46411,0.40527,-0.77417,4
-0.46643,0.43555,-0.69556,4
-0.45264,0.39221,-0.77783,4
-0.47217,0.43518,-0.72278,4
-0.45740,0.42773,-0.76074,4
-0.45764,0.45203,-0.73022,4
-0.47192,0.47864,-0.74438,4
-0.45850,0.45520,-0.75525,4
-0.46265,0.45557,-0.75745,4
-0.45264,0.40222,-0.75574,4
-0.45276,0.39075,-0.79993,4
-0.45789,0.41589,-0.78186,4
-0.43738,0.37634,-0.77039,4
-0.45496,0.39966,-0.79419,4
-0.44714,0.34851,-0.83276,4
-0.43152,0.21240,-0.87988,4
-0.41797,0.08801,-0.85400,4
-0.41077,-0.00879,-0.91663,4
-0.36292,-0.11597,-0.87354,4
-0.31226,-0.26990,-0.81262,4
-0.26611,-0.45898,-0.84778,4
-0.26575,-0.46179,-0.85156,4
-0.24036,-0.47595,-0.81885,4
-0.25183,-0.44751,-0.85156,4
-0.25037,-0.44604,-0.84558,4
-0.25989,-0.44360,-0.83789,4
-0.23193,-0.42224,-0.82544,4
-0.25232,-0.45911,-0.84900,4
-0.26550,-0.43750,-0.85425,4
-0.26123,-0.43469,-0.85083,4
-0.26050,-0.40796,-0.84668,4
-0.25891,-0.41833,-0.86218,4
-0.26953,-0.39612,-0.86340,4
-0.27087,-0.39612,-0.88977,4
-0.27722,-0.38574,-0.87195,4
-0.26453,-0.38745,-0.86157,4
-0.28003,-0.36841,-0.86938,4
-0.27551,-0.35315,-0.86023,4
-0.26904,-0.33826,-0.89111,4
-0.28345,-0.32959,-0.89380,4
-0.27698,-0.35120,-0.89246,4
-0.27869,-0.32043,-0.87756,4
-0.27832,-0.32007,-0.89148,4
-0.28760,-0.27515,-0.89136,4
-0.29138,-0.25671,-0.89746,4
-0.28113,-0.25232,-0.90088,4
-0.29822,-0.23181,-0.91577,4
-0.29382,-0.23572,-0.92932,4
-0.29492,-0.20911,-0.91077,4
-0.29907,-0.20154,-0.89929,4
-0.29956,-0.17004,-0.91638,4
-0.30896,-0.08777,-0.92175,4
-0.30933,-0.02942,-0.91602,4
-0.31470,0.09155,-0.93555,4
-0.32300,0.18591,-0.93823,4
-0.32727,0.32190,-0.84460,4
-0.33289,0.38513,-0.82532,4
-0.33813,0.45312,-0.78662,4
-0.35083,0.52893,-0.76440,4
-0.34534,0.57190,-0.73938,4
-0.36646,0.62927,-0.68225,4
-0.37097,0.66943,-0.64453,4
-0.36987,0.67700,-0.59741,4
-0.38208,0.72168,-0.61975,4
-0.38464,0.72168,-0.56812,4
-0.36987,0.74878,-0.57568,4
-0.33301,0.63794,-0.63416,4
-0.30762,0.56152,-0.66846,4
-0.26025,0.52759,-0.76379,4
-0.23474,0.48242,-0.86243,4
-0.16650,0.36768,-0.94531,4
-0.13843,0.32410,-0.82568,4
-0.07629,0.30420,-0.90417,4
-0.02209,0.25867,-1.01453,4
0.03967,0.25415,-0.92627,4
0.07019,0.17078,-1.00330,4
0.09448,0.12415,-0.97656,4
0.12439,0.04028,-0.98584,4
0.15137,-0.01489,-0.92004,4
0.18066,-0.07263,-0.99561,4
0.19446,-0.12976,-0.91272,4
0.17419,-0.12769,-0.96289,4
0.16528,-0.12524,-1.06433,4
0.11902,-0.28369,-0.82117,4
0.05774,-0.43762,-0.96094,4
-0.02002,-0.27026,-0.90784,4
-0.04651,-0.13330,-0.96118,4
-0.08813,-0.01392,-0.95190,4
-0.14099,0.20813,-0.92456,4
-0.18054,0.42126,-0.87268,4
-0.19763,0.53772,-0.83093,4
-0.24207,0.61755,-0.71826,4
-0.32104,0.70850,-0.69580,4
-0.33972,0.67432,-0.68054,4
-0.33484,0.67773,-0.64636,4
-0.33289,0.58472,-0.74841,4
-0.32715,0.39783,-0.89648,4
-0.31335,0.21594,-0.92273,4
-0.29138,0.06616,-0.98096,4
-0.23108,-0.05530,-0.94971,4
-0.20874,-0.19202,-0.95789,4
-0.16895,-0.35291,-0.95435,4
-0.16394,-0.33411,-0.95166,4
-0.16980,-0.36707,-0.91418,4
-0.15710,-0.36987,-0.89941,4
-0.16052,-0.41980,-0.93872,4
-0.12158,-0.44922,-0.86414,4
-0.11462,-0.49048,-0.81689,4
-0.12109,-0.47009,-0.83618,4
-0.13013,-0.46387,-0.87756,4
-0.14172,-0.44373,-0.86462,4
-0.14758,-0.44409,-0.92737,4
-0.15527,-0.43225,-0.89587,4
-0.14441,-0.44031,-0.88159,4
-0.14270,-0.43286,-0.86914,4
-0.13269,-0.44019,-0.89172,4
-0.13318,-0.43933,-0.84424,4
-0.12195,-0.42920,-0.88965,4
-0.10657,-0.40674,-0.85779,4
-0.06274,-0.41284,-0.91248,4
-0.02307,-0.32056,-0.86353,4
0.01855,-0.33374,-0.89636,4
0.07092,-0.22693,-0.78394,4
0.07068,-0.21167,-0.99878,4
0.10022,-0.20447,-0.96155,4
0.13574,-0.23865,-0.87744,4
0.16077,-0.23425,-0.97620,4
0.16504,-0.20605,-0.96985,4
0.16296,-0.19946,-0.94397,4
0.16565,-0.21179,-0.94946,4
0.15466,-0.17517,-0.99683,4
0.15283,-0.16870,-1.00024,4
0.14722,-0.17090,-0.98877,4
0.14294,-0.15125,-0.93994,4
0.16077,-0.14502,-0.98816,4
0.17468,-0.16016,-0.93579,4
0.18237,-0.17749,-0.95129,4
0.17810,-0.15198,-0.94641,4
0.19702,-0.17920,-0.95801,4
0.19446,-0.16882,-0.92187,4
0.20105,-0.17261,-0.96729,4
0.20764,-0.16736,-0.95544,4
0.22400,-0.19617,-0.95068,4
0.22046,-0.17798,-0.91785,4
0.23218,-0.18530,-0.93896,4
0.24280,-0.16187,-0.97156,4
0.24927,-0.16199,-0.95789,4
0.25916,-0.16333,-0.93896,4
0.27271,-0.18152,-0.94006,4
0.28918,-0.19275,-0.96045,4
0.25500,-0.14478,-0.87854,4
0.25208,-0.18494,-0.92566,4
0.19092,-0.11304,-0.92603,4
0.15442,-0.18958,-1.12585,4
0.07703,-0.11890,-1.00964,4
0.02356,-0.09583,-0.94238,4
-0.00244,-0.15417,-0.97095,4
-0.04175,-0.05994,-1.06348,4
-0.10645,-0.02991,-0.92883,4
-0.14990,-0.11316,-0.96838,4
-0.18250,-0.02612,-0.99280,4
-0.21399,0.03162,-0.99756,4
-0.20898,0.06628,-0.93250,4
-0.20422,0.12659,-0.95544,4
-0.20520,0.16467,-0.94885,4
-0.21460,0.09131,-0.96277,4
-0.17163,-0.10254,-0.97961,4
-0.15515,-0.34937,-0.93347,4
-0.14001,-0.47461,-0.85071,4
-0.09399,-0.62378,-0.76453,4
-0.07373,-0.68359,-0.73669,4
-0.05261,-0.69141,-0.70264,4
-0.11450,-0.48120,-0.89307,4
-0.12683,-0.29602,-0.97961,4
-0.09705,-0.07825,-0.95178,4
-0.07239,0.03821,-0.95801,4
-0.08533,0.09924,-0.97412,4
-0.05811,-0.01270,-1.03748,4
-0.11694,-0.09961,-0.94275,4
-0.09631,-0.21851,-0.95203,4
-0.06177,-0.30615,-0.83423,4
-0.11584,-0.31189,-1.17737,4
-0.15222,0.08826,-1.00720,4
-0.15247,0.14355,-0.95825,4
-0.11926,-0.19897,-1.02881,4
-0.07471,-0.36768,-0.91565,4
-0.04077,-0.49695,-0.85205,4
-0.03467,-0.60974,-0.73242,4
-0.13940,-0.51697,-0.89514,4
-0.22253,-0.21240,-1.00659,4
-0.23926,-0.04297,-0.96692,4
-0.27332,0.08972,-0.93274,4
-0.27380,0.19446,-0.93896,4
-0.33325,0.36011,-0.91284,4
-0.29199,0.21167,-0.92285,4
-0.20007,-0.09338,-0.91675,4
-0.17065,-0.24158,-0.91846,4
-0.17981,-0.27783,-0.94019,4
-0.19067,-0.19922,-0.93945,4
-0.20300,-0.17285,-0.95361,4
