x,y,z,activity
0.00952,0.16296,1.02771,1
0.01611,0.13953,1.01318,1
0.02954,0.10913,1.00305,1
0.04456,0.13171,0.91968,1
0.05725,0.10669,0.99866,1
0.05896,0.08594,0.97705,1
0.06140,0.08057,0.95581,1
0.06409,0.05872,0.96765,1
0.06396,0.04138,0.97266,1
0.07178,0.00439,0.98682,1
0.08044,0.00623,1.00232,1
0.07605,0.01941,0.97095,1
0.08069,-0.00757,0.97803,1
0.08777,-0.01416,1.03638,1
0.08044,-0.02515,1.01624,1
0.07019,-0.06458,0.98523,1
0.07007,-0.08765,1.00024,1
0.07727,-0.09058,1.02258,1
0.07605,-0.08887,1.01221,1
0.06665,-0.11560,0.97632,1
0.07202,-0.12048,0.99731,1
0.07043,-0.09705,0.97388,1
0.06018,-0.10913,0.96973,1
0.05481,-0.12476,0.95459,1
0.04639,-0.10645,0.89868,1
0.01501,-0.18433,0.93591,1
0.00256,-0.19604,1.07849,1
0.00427,-0.17529,1.09143,1
0.00281,-0.11853,0.96082,1
-0.03149,-0.21948,0.98682,1
-0.03955,-0.15918,0.99756,1
-0.05286,-0.13684,0.99915,1
-0.06458,-0.13257,1.01538,1
-0.06982,-0.09314,1.04968,1
-0.07825,-0.05725,1.03906,1
-0.08630,-0.02185,0.98596,1
-0.09753,-0.02893,1.03674,1
-0.10547,-0.03479,1.02368,1
-0.11047,-0.00525,1.00293,1
-0.12183,-0.01196,1.02441,1
-0.13208,-0.03674,1.03796,1
-0.13318,-0.01819,1.01440,1
-0.13208,-0.00989,1.01050,1
-0.13562,-0.00171,1.03699,1
-0.14185,0.00403,0.99951,1
-0.14026,-0.00073,1.00317,1
-0.13831,0.00513,1.02405,1
-0.14795,-0.01904,1.02063,1
-0.14978,-0.00842,0.99414,1
-0.14233,0.00403,1.00305,1
-0.14075,0.00012,1.00525,1
-0.14539,-0.00781,1.01074,1
-0.14429,0.00623,1.00171,1
-0.14551,-0.00269,0.99133,1
-0.14124,0.00110,0.98364,1
-0.13977,-0.00525,1.00574,1
-0.14063,0.01965,1.02405,1
-0.14734,0.00012,1.00012,1
-0.14282,0.00671,0.99927,1
-0.13843,0.02405,1.00427,1
-0.14246,0.01953,1.00659,1
-0.14136,0.03149,1.03235,1
-0.13770,0.03516,1.01941,1
-0.13403,0.09204,0.96924,1
-0.13672,0.13513,0.94751,1
-0.13770,0.30798,0.91943,1
-0.14697,0.32117,0.84839,1
-0.19006,0.33313,0.88013,1
-0.18250,0.42871,0.89111,1
-0.15417,0.61707,0.78003,1
-0.18286,0.56738,0.80261,1
-0.21057,0.59277,0.76562,1
-0.20447,0.60706,0.69873,1
-0.22937,0.59033,0.77234,1
-0.24390,0.60461,0.87109,1
-0.24731,0.57031,0.75281,1
-0.26123,0.50732,0.78540,1
-0.25928,0.59851,0.76721,1
-0.26074,0.61536,0.78125,1
-0.26648,0.57861,0.80627,1
-0.29175,0.51807,0.78735,1
-0.29968,0.49634,0.81067,1
-0.29297,0.56970,0.81702,1
-0.29272,0.55933,0.81677,1
-0.30127,0.46667,0.79834,1
-0.31738,0.45837,0.82544,1
-0.32336,0.47620,0.85181,1
-0.32166,0.46094,0.83984,1
-0.32007,0.44739,0.85107,1
-0.31750,0.41821,0.83887,1
-0.34741,0.40613,0.87891,1
-0.33618,0.45984,0.87329,1
-0.33557,0.39673,0.85962,1
-0.34375,0.34277,0.84961,1
-0.33264,0.33643,0.86169,1
-0.33154,0.31250,0.90881,1
-0.35120,0.31836,0.89453,1
-0.34729,0.29211,0.86499,1
-0.33838,0.19824,0.91370,1
-0.34094,0.18066,0.93384,1
-0.35498,0.11011,0.93677,1
-0.36560,0.09851,0.94055,1
-0.36011,0.01965,0.95715,1
-0.36096,-0.02539,0.95593,1
-0.36536,-0.10632,0.95349,1
-0.37183,-0.15686,0.95508,1
-0.36829,-0.14929,0.93750,1
-0.36780,-0.17932,0.90369,1
-0.36279,-0.21777,0.89783,1
-0.36365,-0.30737,0.92139,1
-0.36157,-0.31226,0.90466,1
-0.35962,-0.31372,0.88354,1
-0.35693,-0.32288,0.88086,1
-0.35413,-0.32703,0.88721,1
-0.34204,-0.28955,0.86523,1
-0.34631,-0.36462,0.89209,1
-0.35706,-0.40222,0.88501,1
-0.34912,-0.39148,0.86829,1
-0.34875,-0.41174,0.86438,1
-0.34399,-0.43677,0.87549,1
-0.32678,-0.40442,0.90906,1
-0.32800,-0.40076,0.88379,1
-0.31982,-0.32410,0.82153,1
-0.30701,-0.32312,0.88318,1
-0.31433,-0.39465,0.89490,1
-0.30627,-0.32202,0.85364,1
-0.29956,-0.31360,0.89929,1
-0.29431,-0.29565,0.93604,1
-0.28271,-0.22827,0.91711,1
-0.28198,-0.24756,0.94067,1
-0.28101,-0.23193,0.95093,1
-0.27380,-0.19202,0.92871,1
-0.26501,-0.16809,0.91736,1
-0.26904,-0.15991,0.94189,1
-0.26367,-0.14563,0.99939,1
-0.25684,-0.10974,1.00708,1
-0.26221,-0.12195,0.98560,1
-0.26733,-0.09216,0.92969,1
-0.25305,-0.00940,0.95337,1
-0.24475,0.03186,0.97705,1
-0.24622,0.04858,1.00220,1
-0.24084,0.10400,1.00745,1
-0.23523,0.14001,0.95251,1
-0.23645,0.14490,0.91370,1
-0.22754,0.23462,0.95276,1
-0.22253,0.26221,0.95264,1
-0.21887,0.29285,0.93323,1
-0.22180,0.33911,0.91956,1
-0.21851,0.37622,0.90918,1
-0.21216,0.38806,0.89038,1
-0.20349,0.42163,0.88171,1
-0.20654,0.46301,0.87610,1
-0.20483,0.47339,0.85266,1
-0.19543,0.51318,0.83667,1
-0.19299,0.55396,0.83533,1
-0.20020,0.56592,0.81226,1
-0.19702,0.57654,0.77454,1
-0.18665,0.60535,0.75073,1
-0.18555,0.63330,0.78284,1
-0.18726,0.62402,0.77405,1
-0.18433,0.62256,0.75366,1
-0.17517,0.64246,0.73254,1
-0.17944,0.65100,0.73328,1
-0.17322,0.66602,0.72717,1
-0.16895,0.67871,0.72095,1
-0.16650,0.69568,0.72546,1
-0.16492,0.67957,0.71167,1
-0.16235,0.68909,0.69861,1
-0.15625,0.70532,0.70288,1
-0.15515,0.70007,0.68030,1
-0.15747,0.68750,0.66492,1
-0.15613,0.70654,0.67676,1
-0.14929,0.73743,0.68091,1
-0.15161,0.72363,0.67346,1
-0.15552,0.70581,0.67432,1
-0.14795,0.73486,0.64819,1
-0.14661,0.73633,0.65503,1
-0.15161,0.72144,0.67065,1
-0.15283,0.70435,0.65784,1
-0.14856,0.71863,0.66931,1
-0.14880,0.70178,0.68921,1
-0.15637,0.64136,0.65845,1
-0.16138,0.67236,0.73816,1
-0.16113,0.68823,0.75891,1
-0.16833,0.62268,0.79138,1
-0.16223,0.62268,0.85461,1
-0.17041,0.52710,0.78027,1
-0.17505,0.48743,0.81982,1
-0.16968,0.49902,0.87598,1
-0.16992,0.44897,0.92773,1
-0.16663,0.39783,0.89587,1
-0.17151,0.34082,0.90430,1
-0.17297,0.30322,0.90466,1
-0.17407,0.27026,0.94604,1
-0.17896,0.21729,0.97510,1
-0.18372,0.15564,0.99060,1
-0.18079,0.13184,0.98999,1
-0.18738,0.06592,1.00012,1
-0.18835,0.04724,0.98523,1
-0.18750,0.00806,0.99194,1
-0.18945,-0.01428,0.99316,1
-0.18933,-0.04993,0.99280,1
-0.19739,-0.13318,1.01379,1
-0.19495,-0.13611,0.99414,1
-0.19421,-0.16382,0.94824,1
-0.19531,-0.19128,0.97070,1
-0.19690,-0.21106,0.96057,1
-0.19543,-0.21106,0.94995,1
-0.20007,-0.23291,0.96777,1
-0.21057,-0.28235,0.96387,1
-0.20825,-0.27478,0.95386,1
-0.20898,-0.28149,0.93677,1
-0.21179,-0.31030,0.94507,1
-0.20886,-0.32007,0.93872,1
-0.20984,-0.33521,0.93176,1
-0.21448,-0.35608,0.91528,1
-0.21533,-0.36218,0.90771,1
-0.21179,-0.36694,0.91833,1
-0.21667,-0.38184,0.88672,1
-0.22046,-0.39636,0.87952,1
-0.21436,-0.38867,0.88867,1
-0.21912,-0.41357,0.88904,1
-0.22742,-0.42725,0.88013,1
-0.22961,-0.42712,0.90015,1
-0.22998,-0.44287,0.88782,1
-0.23193,-0.44934,0.86584,1
-0.23157,-0.45117,0.86938,1
-0.22803,-0.43518,0.87781,1
-0.23120,-0.42590,0.86707,1
-0.23193,-0.42529,0.87964,1
-0.23071,-0.40039,0.87683,1
-0.23096,-0.39453,0.87891,1
-0.23474,-0.39075,0.90076,1
-0.23779,-0.37610,0.92383,1
-0.23718,-0.35120,0.94446,1
-0.24207,-0.34534,0.89832,1
-0.24219,-0.33765,0.89526,1
-0.24414,-0.33472,0.91711,1
-0.24011,-0.32617,0.95984,1
-0.23718,-0.32678,0.94910,1
-0.23547,-0.28674,0.92297,1
-0.23865,-0.29944,0.93823,1
-0.23584,-0.28516,0.92480,1
-0.23315,-0.27014,0.93640,1
-0.23413,-0.26978,0.94983,1
-0.23535,-0.26025,0.95154,1
-0.23425,-0.24683,0.94531,1
-0.23035,-0.23279,0.94678,1
-0.22888,-0.22095,0.95593,1
-0.22595,-0.21643,0.96875,1
-0.22754,-0.18152,0.95117,1
-0.23120,-0.18018,0.96777,1
-0.22681,-0.16809,0.98499,1
-0.22229,-0.15845,1.00208,1
-0.22095,-0.15039,1.00806,1
-0.21863,-0.10693,0.95728,1
-0.21130,-0.05676,0.92480,1
-0.20715,-0.06104,0.97327,1
-0.20959,-0.04651,0.98584,1
-0.20959,-0.01880,0.99951,1
-0.20166,0.01379,1.01611,1
-0.20337,0.00928,0.95972,1
-0.21106,0.00232,0.97363,1
-0.20630,0.04333,0.98792,1
-0.20276,0.06592,1.01392,1
-0.20264,0.07361,1.00378,1
-0.20056,0.10303,0.96448,1
-0.19788,0.12549,0.96997,1
-0.19653,0.14624,0.99329,1
-0.19653,0.14600,0.97290,1
-0.19385,0.19470,0.98413,1
-0.18945,0.22620,0.98303,1
-0.19336,0.21594,0.94299,1
-0.19202,0.25989,0.93921,1
-0.18469,0.31042,0.93970,1
-0.18713,0.31799,0.92786,1
-0.18896,0.33508,0.92200,1
-0.18701,0.37146,0.92786,1
-0.18542,0.37695,0.91736,1
-0.18909,0.36377,0.92114,1
-0.18530,0.39258,0.90063,1
-0.18518,0.42615,0.89685,1
-0.18335,0.44714,0.89917,1
-0.17908,0.43835,0.87952,1
-0.18298,0.46130,0.86914,1
-0.18665,0.48608,0.83484,1
-0.18127,0.49109,0.82678,1
-0.17944,0.51379,0.81567,1
-0.18884,0.50073,0.83179,1
-0.19653,0.49536,0.82324,1
-0.19165,0.56714,0.85107,1
-0.18799,0.57874,0.87122,1
-0.19238,0.54614,0.83264,1
-0.19287,0.54541,0.80347,1
-0.18933,0.52795,0.80249,1
-0.18774,0.55237,0.85950,1
-0.18665,0.56030,0.88855,1
-0.18250,0.56982,0.88501,1
-0.18201,0.51355,0.85937,1
-0.17969,0.43774,0.86426,1
-0.16907,0.44946,0.87622,1
-0.14465,0.46301,0.86938,1
-0.14001,0.36682,0.91528,1
-0.13550,0.30151,0.88806,1
-0.13696,0.25000,0.90271,1
-0.13525,0.20752,0.94995,1
-0.12708,0.17139,0.97424,1
-0.13367,0.15259,0.98975,1
-0.13464,0.13452,0.98499,1
-0.13281,0.11707,0.99207,1
-0.13123,0.11829,0.99243,1
-0.13892,0.08887,0.99658,1
-0.14111,0.07336,1.02161,1
-0.13794,0.05920,1.00806,1
-0.13953,0.02161,0.99548,1
-0.13660,0.01587,0.99121,1
-0.13611,-0.01660,0.99695,1
-0.13879,-0.03186,1.00903,1
-0.13623,-0.03784,0.99561,1
-0.13745,-0.05713,0.99548,1
-0.13989,-0.07495,0.98975,1
-0.13928,-0.07776,0.99158,1
-0.13733,-0.08606,0.99402,1
-0.14331,-0.11243,0.95959,1
-0.14050,-0.12903,1.01123,1
-0.14282,-0.14453,0.99548,1
-0.14954,-0.16956,0.99377,1
-0.14819,-0.16577,0.98328,1
-0.14453,-0.17212,0.99341,1
-0.15027,-0.18628,0.96643,1
-0.15112,-0.19128,0.96179,1
-0.14758,-0.19543,0.98474,1
-0.14490,-0.19971,1.00183,1
-0.15222,-0.21606,0.97168,1
-0.15198,-0.21436,0.96997,1
-0.15234,-0.23303,0.97925,1
-0.15308,-0.23169,0.97888,1
-0.15564,-0.23926,0.95239,1
-0.15454,-0.24475,0.96582,1
-0.15283,-0.23486,0.94580,1
-0.15283,-0.25464,0.96960,1
-0.15735,-0.26172,0.95801,1
-0.16089,-0.27075,0.95923,1
-0.16528,-0.28149,0.93799,1
-0.15735,-0.26904,0.95422,1
-0.15869,-0.27820,0.96277,1
-0.17041,-0.29114,0.94043,1
-0.17310,-0.29224,0.90906,1
-0.17395,-0.28418,0.92639,1
-0.17346,-0.27759,0.92249,1
-0.17615,-0.28381,0.99780,1
-0.18433,-0.27844,0.98730,1
-0.19104,-0.27588,0.97424,1
-0.19275,-0.28113,1.00305,1
-0.19092,-0.27991,0.96472,1
-0.18884,-0.29639,0.94800,1
-0.19055,-0.28491,0.94934,1
-0.18738,-0.27173,0.97778,1
-0.18823,-0.26660,0.97998,1
-0.18921,-0.25928,0.93823,1
-0.17834,-0.23254,1.01233,1
-0.17383,-0.22522,1.04700,1
-0.17334,-0.23132,1.01611,1
-0.16919,-0.25439,1.03247,1
-0.15552,-0.21472,1.03845,1
-0.14099,-0.18481,0.97217,1
-0.12256,-0.20312,0.94226,1
-0.10730,-0.22388,0.94189,1
-0.09277,-0.20361,0.98145,1
-0.08215,-0.23889,1.01001,1
-0.07056,-0.20422,0.93823,1
-0.04773,-0.17737,0.96411,1
-0.03674,-0.20410,0.97449,1
-0.02344,-0.20288,0.98499,1
-0.01245,-0.18396,1.03027,1
-0.00513,-0.17468,0.96387,1
0.00073,-0.13123,0.88135,1
0.01550,-0.17334,1.00427,1
0.02588,-0.16553,1.02258,1
0.02759,-0.16724,0.98218,1
0.03442,-0.14575,0.98999,1
0.04224,-0.11340,0.98901,1
0.04858,-0.12354,1.00085,1
0.05200,-0.12634,1.00562,1
0.04871,-0.17712,1.00415,1
0.06189,-0.13013,1.02979,1
0.06665,-0.10669,0.98975,1
0.06970,-0.11877,0.99451,1
0.07507,-0.11096,1.00562,1
0.08533,-0.12988,1.05078,1
0.08765,-0.10852,1.01392,1
0.08923,-0.10596,0.95691,1
0.09473,-0.12170,0.99561,1
0.09949,-0.12012,1.02478,1
0.10681,-0.11511,0.99695,1
0.11169,-0.11548,0.99390,1
0.11633,-0.12683,1.02710,1
0.11755,-0.12585,0.98706,1
0.12146,-0.11914,0.96606,1
0.12634,-0.12598,0.99841,1
0.13281,-0.12476,1.02979,1
0.13611,-0.11963,0.99048,1
0.14600,-0.11902,0.99316,1
0.14636,-0.10632,0.96814,1
0.15076,-0.12866,1.00012,1
0.15808,-0.13452,1.00378,1
0.16345,-0.11548,0.96167,1
0.16467,-0.10266,0.95776,1
0.16565,-0.09631,0.98889,1
0.17273,-0.09509,0.99744,1
0.17163,-0.12256,1.02454,1
0.17004,-0.11938,1.00256,1
0.16809,-0.14087,0.95203,1
0.16907,-0.14575,0.96777,1
0.17615,-0.11865,0.95496,1
0.18323,-0.10132,0.97998,1
0.18347,-0.10132,1.02661,1
0.18262,-0.09363,1.00586,1
0.17639,-0.10974,0.99231,1
0.17493,-0.12183,1.00317,1
0.17737,-0.13000,1.01013,1
0.17822,-0.13660,1.00171,1
0.17871,-0.13269,0.98779,1
0.17883,-0.12622,0.99695,1
0.18140,-0.12268,1.00195,1
0.18604,-0.11072,1.01233,1
0.18896,-0.10815,0.97632,1
0.18445,-0.11914,0.93616,1
0.18774,-0.11047,0.95361,1
0.20544,-0.09644,1.01941,1
0.20093,-0.08533,0.98474,1
0.18933,-0.08398,0.96313,1
0.18909,-0.09497,0.99084,1
0.19775,-0.07520,1.00159,1
0.19531,-0.08679,0.99939,1
0.19653,-0.09363,1.02063,1
0.19873,-0.08972,1.03064,1
0.19458,-0.07312,0.99658,1
0.19531,-0.06433,0.98193,1
0.19873,-0.05286,0.96118,1
0.19922,-0.06458,0.97974,1
0.20312,-0.06360,1.03381,1
0.20630,-0.02869,0.99622,1
0.20544,-0.02063,0.96643,1
0.20227,-0.02087,0.95764,1
0.21155,-0.02380,0.99292,1
0.20972,-0.02930,1.00500,1
0.20435,-0.03174,0.97827,1
0.20947,-0.04053,0.99731,1
0.20789,-0.03979,1.00098,1
0.20813,-0.03418,0.99976,1
0.21497,-0.03162,1.00171,1
0.21094,-0.02344,0.96838,1
0.20789,-0.03113,0.99060,1
0.20544,-0.02734,0.97485,1
0.21057,-0.02478,0.97791,1
0.21619,-0.03748,1.01233,1
0.21240,-0.02563,1.00464,1
0.20825,-0.02710,0.99475,1
0.21118,-0.03735,1.01025,1
0.21350,-0.04443,1.02344,1
0.20825,-0.03088,0.97485,1
0.20764,-0.04297,0.97827,1
0.20679,-0.03223,0.96155,1
0.20605,-0.03455,0.97766,1
0.20386,-0.04102,0.99695,1
0.20605,-0.05164,0.99695,1
0.19446,-0.06030,0.96008,1
0.18738,-0.06848,0.98120,1
0.18665,-0.07397,0.98706,1
0.18323,-0.07190,0.98682,1
0.17957,-0.06885,0.97424,1
0.17004,-0.07544,0.99451,1
0.15112,-0.05896,0.91077,1
0.13892,-0.08484,0.97058,1
0.13196,-0.12622,1.11560,1
0.11816,-0.06421,1.00012,1
0.09595,-0.11218,0.88159,1
0.08362,-0.08411,0.96790,1
0.08032,-0.06348,1.10339,1
0.07471,-0.03796,1.08630,1
0.05762,-0.02014,0.98401,1
0.03479,-0.07593,1.02844,1
0.03064,-0.06226,1.02856,1
0.02576,-0.05737,1.02625,1
0.02258,-0.05469,1.00598,1
0.00623,-0.06213,0.99585,1
-0.00537,-0.07837,1.02307,1
-0.00439,-0.05640,1.02649,1
-0.00891,-0.04309,0.98950,1
-0.02075,-0.08582,1.02100,1
-0.02954,-0.09351,1.02954,1
-0.04321,-0.10571,1.02271,1
-0.04944,-0.08020,0.99438,1
-0.05725,-0.11377,0.98352,1
-0.06531,-0.09631,0.96863,1
-0.08093,-0.07031,0.98779,1
-0.09448,0.00769,1.01282,1
-0.09863,0.07776,0.99243,1
-0.12878,0.04016,0.97180,1
-0.14136,0.13049,1.03589,1
-0.14551,0.20129,1.02759,1
-0.15881,0.19507,1.00183,1
-0.16113,0.19165,0.99939,1
-0.16919,0.20215,0.97217,1
-0.18201,0.14160,0.95557,1
-0.18408,0.12317,1.02356,1
-0.17761,0.15063,1.00867,1
-0.18140,0.12048,0.97803,1
-0.19019,0.07361,0.96204,1
-0.19824,0.04236,0.99158,1
-0.20959,-0.01807,0.99963,1
-0.20764,0.00024,0.98889,1
-0.20825,0.00537,0.97070,1
-0.21729,-0.03137,0.97595,1
-0.22192,-0.03369,0.99316,1
-0.22693,-0.02502,0.97278,1
-0.22925,-0.02368,0.96814,1
-0.22998,-0.02417,0.97070,1
-0.23169,-0.02612,0.97327,1
-0.23303,-0.03857,0.96240,1
-0.24719,-0.07385,1.00806,1
-0.25818,-0.08887,0.94995,1
-0.25134,-0.03076,0.91284,1
-0.26819,-0.07214,0.99390,1
-0.27051,-0.08215,0.99231,1
-0.27734,-0.08350,0.98779,1
-0.28723,-0.09937,0.97083,1
-0.28760,-0.10156,0.95703,1
-0.28760,-0.11328,0.95288,1
-0.29517,-0.12976,0.94836,1
-0.29260,-0.11572,0.95032,1
-0.30017,-0.16016,0.94763,1
-0.30591,-0.16504,0.94617,1
-0.30664,-0.15747,0.92761,1
-0.31287,-0.15881,0.90234,1
-0.32068,-0.17639,0.90857,1
-0.33337,-0.20764,0.95911,1
-0.34167,-0.18640,0.90845,1
-0.34229,-0.19153,0.89282,1
-0.35168,-0.23535,0.93274,1
-0.36182,-0.23608,0.96033,1
-0.36316,-0.21729,0.96362,1
-0.36914,-0.23547,0.95349,1
-0.37317,-0.24548,0.92432,1
-0.37097,-0.22485,0.91846,1
-0.36719,-0.21191,0.93250,1
-0.36768,-0.22290,0.99585,1
-0.36719,-0.22034,1.06287,1
-0.36926,-0.17480,0.95789,1
-0.33936,-0.10376,0.91052,1
-0.32202,-0.13806,0.95679,1
-0.31311,-0.15222,1.08069,1
-0.30273,-0.09485,0.96204,1
-0.26282,-0.05579,0.83618,1
-0.25452,-0.10510,0.98437,1
-0.23975,-0.14111,1.03210,1
-0.22546,-0.10840,0.88745,1
-0.20544,-0.12744,1.00623,1
-0.18591,-0.11633,1.07678,1
-0.16943,-0.16858,1.05225,1
-0.15686,-0.17297,0.91418,1
-0.13196,-0.20935,0.89966,1
-0.10339,-0.21436,1.05933,1
-0.07410,-0.14856,0.95947,1
-0.05188,-0.17737,0.92969,1
-0.02930,-0.21924,1.00183,1
-0.01318,-0.19495,0.98718,1
-0.00366,-0.19714,0.91931,1
0.01843,-0.18384,0.95581,1
0.04700,-0.13733,0.99487,1
0.04407,-0.13794,0.99756,1
0.04419,-0.14453,1.01587,1
0.06482,-0.14722,0.88184,1
0.07117,-0.27478,0.84363,1
0.08093,-0.13184,0.97192,1
0.09778,-0.12610,0.99963,1
0.09167,-0.14526,0.98950,1
0.08423,-0.14148,0.97876,1
0.08313,-0.14819,1.00464,1
0.08911,-0.15601,0.99255,1
0.09290,-0.14197,1.03833,1
0.09839,-0.11743,1.02832,1
0.10437,-0.14014,1.02307,1
0.08093,-0.17957,1.04907,1
0.11340,-0.19141,1.04602,1
0.10339,-0.14319,0.97058,1
0.11292,-0.11597,0.97815,1
0.12732,-0.12952,1.02612,1
0.12671,-0.13635,1.03247,1
0.12781,-0.12341,1.00879,1
0.12158,-0.09033,0.97375,1
0.12622,-0.07507,0.94495,1
0.15259,-0.16882,1.13171,1
0.15234,-0.13818,1.06274,1
0.17188,-0.08240,0.89807,1
0.16406,-0.19495,0.97595,1
0.16699,-0.18140,0.95569,1
0.16064,-0.19324,0.93127,1
0.16919,-0.18286,0.94104,1
0.18738,-0.18823,1.00684,1
0.19287,-0.18469,1.03894,1
0.18372,-0.15198,0.97974,1
0.17395,-0.14099,0.92920,1
0.17615,-0.16455,0.97717,1
0.18848,-0.19812,1.03491,1
0.19360,-0.19482,1.03467,1
0.17896,-0.15002,0.94189,1
0.19019,-0.15564,0.99463,1
0.19348,-0.14465,0.99683,1
0.19067,-0.11438,0.94666,1
0.19434,-0.13672,0.95459,1
0.19336,-0.18323,1.00098,1
0.20691,-0.15625,1.00037,1
0.19397,-0.17017,0.94360,1
0.18811,-0.21338,0.90442,1
0.19202,-0.23291,0.97119,1
0.19360,-0.26697,1.02771,1
0.18872,-0.25500,0.99707,1
0.17651,-0.25195,0.90027,1
0.17957,-0.29224,0.91699,1
0.18921,-0.34131,0.95837,1
0.18384,-0.34583,0.89392,1
0.16821,-0.34302,0.89612,1
0.17102,-0.37695,0.95691,1
0.18127,-0.42053,0.93982,1
0.16370,-0.42627,0.92029,1
0.15918,-0.41406,0.85388,1
0.15564,-0.42688,0.83179,1
0.16479,-0.44324,0.88123,1
0.15991,-0.47339,0.93127,1
0.15491,-0.43652,0.87671,1
0.14343,-0.43823,0.85767,1
0.14380,-0.47937,0.87415,1
0.14343,-0.48108,0.90564,1
0.12354,-0.44189,0.83765,1
0.12524,-0.46021,0.85181,1
0.13147,-0.53381,0.90967,1
0.10754,-0.52722,0.87085,1
0.10022,-0.50830,0.82385,1
0.11377,-0.50256,0.85083,1
0.09729,-0.53149,0.86182,1
0.09583,-0.52234,0.86951,1
0.08948,-0.54700,0.86169,1
0.07605,-0.54883,0.86243,1
0.07336,-0.55310,0.83423,1
0.06152,-0.57690,0.81396,1
0.06848,-0.57422,0.83679,1
0.06763,-0.55505,0.83203,1
0.04639,-0.55823,0.78674,1
0.04456,-0.61487,0.82068,1
0.04626,-0.63013,0.85522,1
0.03442,-0.61108,0.82166,1
0.03943,-0.63489,0.84375,1
0.04468,-0.61169,0.84155,1
0.03491,-0.61401,0.84802,1
0.02368,-0.55530,0.80798,1
0.03296,-0.55896,0.82825,1
0.05078,-0.59875,0.89746,1
0.04761,-0.59229,0.85999,1
0.04785,-0.50745,0.81763,1
0.07397,-0.52991,0.90967,1
0.08093,-0.52380,0.89673,1
0.06873,-0.52612,0.86987,1
0.08618,-0.49500,0.92712,1
0.09485,-0.44141,0.94336,1
0.10278,-0.32336,0.85400,1
0.10706,-0.39795,0.85608,1
0.12256,-0.39722,0.91882,1
0.12793,-0.38635,1.00708,1
0.13318,-0.31396,0.94312,1
0.14758,-0.25281,0.91443,1
0.15173,-0.28406,0.97412,1
0.13953,-0.34204,0.99731,1
0.15576,-0.30261,0.95154,1
0.17761,-0.26685,0.98743,1
0.17151,-0.23511,0.94751,1
0.17322,-0.26270,0.96399,1
0.17944,-0.27185,0.98071,1
0.19141,-0.26172,0.97180,1
0.19958,-0.22546,0.94458,1
0.19836,-0.25122,0.95386,1
0.20825,-0.27039,1.00940,1
0.21814,-0.24585,0.98792,1
0.21057,-0.21924,0.92090,1
0.19983,-0.20703,0.87549,1
0.21045,-0.22083,0.91956,1
0.23059,-0.24585,0.97351,1
0.22949,-0.25317,0.99976,1
0.23022,-0.24609,1.02039,1
0.22461,-0.23096,0.93018,1
0.22559,-0.23962,0.92187,1
0.23718,-0.22913,0.95129,1
0.24060,-0.24121,0.97375,1
0.23816,-0.25732,0.99219,1
0.24731,-0.24878,0.96558,1
0.25452,-0.24951,0.96301,1
0.24353,-0.24255,0.93054,1
0.23523,-0.24597,0.89722,1
0.24585,-0.24854,0.88721,1
0.24121,-0.19983,0.84302,1
0.20728,-0.13794,0.71069,1
0.15637,-0.17200,0.74023,1
0.11890,-0.27881,0.94507,1
0.08728,-0.27600,1.14990,1
0.07910,-0.27551,1.16650,1
0.07043,-0.24487,1.08325,1
0.05225,-0.19775,0.93396,1
0.00659,-0.25354,0.92224,1
-0.01550,-0.21814,1.01343,1
-0.01147,-0.22449,1.07373,1
-0.02087,-0.16272,0.92700,1
-0.06152,-0.15259,0.93713,1
-0.08533,-0.16211,1.08496,1
-0.09607,-0.12488,1.01221,1
-0.10986,-0.08484,0.91663,1
-0.13660,-0.04907,1.02393,1
-0.15991,-0.07715,1.10498,1
-0.17834,-0.08093,1.03369,1
-0.18030,-0.08215,0.98401,1
-0.19592,-0.08740,0.97485,1
-0.21387,-0.12622,0.98401,1
-0.21558,-0.11487,0.98059,1
-0.22021,-0.10925,0.99475,1
-0.22607,-0.14795,0.98633,1
-0.23254,-0.15649,0.99768,1
-0.24329,-0.16028,0.98145,1
-0.25073,-0.18542,0.95764,1
-0.25159,-0.20093,0.95312,1
-0.25793,-0.21423,0.96411,1
-0.26062,-0.20056,0.95203,1
-0.26648,-0.21838,0.93347,1
-0.27161,-0.23621,0.93457,1
-0.27625,-0.23828,0.95264,1
-0.28247,-0.24866,0.93457,1
-0.28931,-0.28564,0.94934,1
-0.28247,-0.26624,0.95239,1
-0.29065,-0.28943,0.93909,1
-0.28979,-0.29541,0.89465,1
-0.28906,-0.32593,0.90002,1
-0.29675,-0.32922,0.89807,1
-0.29639,-0.34009,0.90942,1
-0.29358,-0.35181,0.89160,1
-0.29468,-0.35547,0.88306,1
-0.29480,-0.35376,0.84717,1
-0.29785,-0.38928,0.88391,1
-0.30554,-0.40515,0.90747,1
-0.31653,-0.39795,0.86340,1
-0.31531,-0.41919,0.84058,1
-0.30139,-0.42834,0.87122,1
-0.30481,-0.45410,0.85645,1
-0.30603,-0.46741,0.83179,1
-0.29858,-0.44543,0.85425,1
-0.30920,-0.45288,0.87878,1
-0.32532,-0.45471,0.83997,1
-0.32617,-0.46704,0.79687,1
-0.31287,-0.48364,0.82312,1
-0.31165,-0.50183,0.82617,1
-0.30981,-0.49890,0.79858,1
-0.31104,-0.51770,0.80444,1
-0.30896,-0.51245,0.84900,1
