customer,activity,createdAt,x,y,z
164,1,Thu Feb 15 2024 00:36:37 GMT+0700 (Indochina Time),-2.612,0.928,8.76
164,1,Thu Feb 15 2024 00:36:37 GMT+0700 (Indochina Time),-2.616,0.934,8.763
164,1,Thu Feb 15 2024 00:36:37 GMT+0700 (Indochina Time),-2.621,0.928,8.775
164,1,Thu Feb 15 2024 00:36:37 GMT+0700 (Indochina Time),-2.619,0.913,8.778
164,1,Thu Feb 15 2024 00:36:37 GMT+0700 (Indochina Time),-2.62,0.893,8.782
164,1,Thu Feb 15 2024 00:36:37 GMT+0700 (Indochina Time),-2.618,0.89,8.784
164,1,Thu Feb 15 2024 00:36:37 GMT+0700 (Indochina Time),-2.621,0.897,8.789
164,1,Thu Feb 15 2024 00:36:37 GMT+0700 (Indochina Time),-2.627,0.893,8.794
164,1,Thu Feb 15 2024 00:36:38 GMT+0700 (Indochina Time),-2.63,0.878,8.795
164,1,Thu Feb 15 2024 00:36:38 GMT+0700 (Indochina Time),-2.632,0.871,8.797
164,1,Thu Feb 15 2024 00:36:38 GMT+0700 (Indochina Time),-2.634,0.85,8.801
164,1,Thu Feb 15 2024 00:36:38 GMT+0700 (Indochina Time),-2.643,0.826,8.802
164,1,Thu Feb 15 2024 00:36:38 GMT+0700 (Indochina Time),-2.655,0.812,8.801
164,1,Thu Feb 15 2024 00:36:38 GMT+0700 (Indochina Time),-2.674,0.787,8.796
164,1,Thu Feb 15 2024 00:36:38 GMT+0700 (Indochina Time),-2.686,0.783,8.799
164,1,Thu Feb 15 2024 00:36:38 GMT+0700 (Indochina Time),-2.69,0.791,8.799
164,1,Thu Feb 15 2024 00:36:38 GMT+0700 (Indochina Time),-2.7,0.786,8.798
164,1,Thu Feb 15 2024 00:36:38 GMT+0700 (Indochina Time),-2.707,0.792,8.798
164,1,Thu Feb 15 2024 00:36:38 GMT+0700 (Indochina Time),-2.713,0.793,8.798
164,1,Thu Feb 15 2024 00:36:38 GMT+0700 (Indochina Time),-2.716,0.798,8.797
164,1,Thu Feb 15 2024 00:36:39 GMT+0700 (Indochina Time),-2.732,0.798,8.791
164,1,Thu Feb 15 2024 00:36:39 GMT+0700 (Indochina Time),-2.735,0.808,8.794
