customer,activity,createdAt,x,y,z
133,1,Wed Jan 24 2024 05:40:10 GMT+0700 (Indochina Time),1.03,2.145,10.129
133,1,Wed Jan 24 2024 05:40:17 GMT+0700 (Indochina Time),1.832,1.708,10.135
133,1,Wed Jan 24 2024 05:40:08 GMT+0700 (Indochina Time),0.88,2.358,10.094
133,1,Wed Jan 24 2024 05:40:08 GMT+0700 (Indochina Time),0.909,2.247,10.106
133,1,Wed Jan 24 2024 05:40:08 GMT+0700 (Indochina Time),0.869,2.381,10.078
133,1,Wed Jan 24 2024 05:40:07 GMT+0700 (Indochina Time),0.943,2.425,10.069
133,1,Wed Jan 24 2024 05:40:07 GMT+0700 (Indochina Time),0.879,2.407,10.077
133,1,Wed Jan 24 2024 05:40:09 GMT+0700 (Indochina Time),0.938,2.199,10.116
133,1,Wed Jan 24 2024 05:40:08 GMT+0700 (Indochina Time),0.868,2.389,10.079
133,1,Wed Jan 24 2024 05:40:08 GMT+0700 (Indochina Time),0.875,2.366,10.09
133,1,Wed Jan 24 2024 05:40:09 GMT+0700 (Indochina Time),0.954,2.161,10.124
133,1,Wed Jan 24 2024 05:40:09 GMT+0700 (Indochina Time),0.957,2.157,10.123
133,1,Wed Jan 24 2024 05:40:08 GMT+0700 (Indochina Time),0.318,1.709,9.518
133,1,Wed Jan 24 2024 05:40:10 GMT+0700 (Indochina Time),0.417,1.556,9.542
133,1,Wed Jan 24 2024 05:40:09 GMT+0700 (Indochina Time),0.343,1.625,9.525
133,1,Wed Jan 24 2024 05:40:09 GMT+0700 (Indochina Time),0.374,1.57,9.537
133,1,Wed Jan 24 2024 05:40:11 GMT+0700 (Indochina Time),0.591,1.6,9.54
133,1,Wed Jan 24 2024 05:40:12 GMT+0700 (Indochina Time),0.623,1.622,9.545
133,1,Wed Jan 24 2024 05:40:13 GMT+0700 (Indochina Time),0.71,1.601,9.538
133,1,Wed Jan 24 2024 05:40:13 GMT+0700 (Indochina Time),0.721,1.6,9.536
133,1,Wed Jan 24 2024 05:40:14 GMT+0700 (Indochina Time),0.947,1.541,9.539
133,1,Wed Jan 24 2024 05:40:17 GMT+0700 (Indochina Time),1.095,1.072,9.551
133,1,Wed Jan 24 2024 05:40:17 GMT+0700 (Indochina Time),1.037,1.044,9.545
133,1,Wed Jan 24 2024 05:40:19 GMT+0700 (Indochina Time),1.236,1.108,9.536
133,1,Wed Jan 24 2024 05:40:19 GMT+0700 (Indochina Time),1.308,1.124,9.529
133,1,Wed Jan 24 2024 05:40:20 GMT+0700 (Indochina Time),0.5,0.325,8.727
133,1,Wed Jan 24 2024 05:40:21 GMT+0700 (Indochina Time),0.429,0.312,8.723
133,1,Wed Jan 24 2024 05:40:10 GMT+0700 (Indochina Time),-0.399,0.745,8.734
133,1,Wed Jan 24 2024 05:40:23 GMT+0700 (Indochina Time),0.408,0.292,8.72
133,1,Wed Jan 24 2024 05:40:24 GMT+0700 (Indochina Time),0.387,0.312,8.721
