customer,activity,createdAt,x,y,z
131,1,Tue Jan 23 2024 22:55:03 GMT+0000 (Coordinated Universal Time),2.212,4.864,8.504
131,1,Tue Jan 23 2024 22:55:03 GMT+0000 (Coordinated Universal Time),2.217,4.867,8.501
131,1,Tue Jan 23 2024 22:55:03 GMT+0000 (Coordinated Universal Time),2.234,4.87,8.487
131,1,Tue Jan 23 2024 22:55:03 GMT+0000 (Coordinated Universal Time),2.219,4.864,8.504
131,1,Tue Jan 23 2024 22:55:04 GMT+0000 (Coordinated Universal Time),1.932,6.142,7.686
131,1,Tue Jan 23 2024 22:55:07 GMT+0000 (Coordinated Universal Time),-0.116,6.663,7.292
131,1,Tue Jan 23 2024 22:55:08 GMT+0000 (Coordinated Universal Time),-0.087,6.673,7.269
131,1,Tue Jan 23 2024 22:55:09 GMT+0000 (Coordinated Universal Time),-0.123,6.498,7.359
131,1,Tue Jan 23 2024 22:55:09 GMT+0000 (Coordinated Universal Time),-0.133,6.6,7.347
131,1,Tue Jan 23 2024 22:55:09 GMT+0000 (Coordinated Universal Time),-0.141,6.574,7.358
131,1,Tue Jan 23 2024 22:55:09 GMT+0000 (Coordinated Universal Time),-0.135,6.576,7.369
131,1,Tue Jan 23 2024 22:55:10 GMT+0000 (Coordinated Universal Time),-0.117,6.573,7.372
131,1,Tue Jan 23 2024 22:55:11 GMT+0000 (Coordinated Universal Time),-1.135,5.536,6.376
131,1,Tue Jan 23 2024 22:55:11 GMT+0000 (Coordinated Universal Time),-1.137,5.528,6.385
131,1,Tue Jan 23 2024 22:55:11 GMT+0000 (Coordinated Universal Time),-1.147,5.533,6.375
131,1,Tue Jan 23 2024 22:55:12 GMT+0000 (Coordinated Universal Time),-1.157,5.554,6.367
131,1,Tue Jan 23 2024 22:55:12 GMT+0000 (Coordinated Universal Time),-1.16,5.558,6.357
131,1,Tue Jan 23 2024 22:55:13 GMT+0000 (Coordinated Universal Time),-1.18,5.53,6.406
131,1,Tue Jan 23 2024 22:55:14 GMT+0000 (Coordinated Universal Time),-1.285,5.498,6.325
131,1,Tue Jan 23 2024 22:55:14 GMT+0000 (Coordinated Universal Time),-1.293,5.528,6.329
131,1,Tue Jan 23 2024 22:55:15 GMT+0000 (Coordinated Universal Time),-1.287,5.076,6.634
131,1,Tue Jan 23 2024 22:55:15 GMT+0000 (Coordinated Universal Time),-1.315,4.883,6.748
131,1,Tue Jan 23 2024 22:55:15 GMT+0000 (Coordinated Universal Time),-1.372,4.597,6.977
131,1,Tue Jan 23 2024 22:55:16 GMT+0000 (Coordinated Universal Time),-1.379,4.551,7.019
131,1,Tue Jan 23 2024 22:55:16 GMT+0000 (Coordinated Universal Time),-1.364,4.58,7.022
131,1,Tue Jan 23 2024 22:55:16 GMT+0000 (Coordinated Universal Time),-0.002,5.94,8.38
131,1,Tue Jan 23 2024 22:55:18 GMT+0000 (Coordinated Universal Time),0.031,5.901,8.348
131,1,Tue Jan 23 2024 22:55:18 GMT+0000 (Coordinated Universal Time),0.014,5.89,8.363
131,1,Tue Jan 23 2024 22:55:19 GMT+0000 (Coordinated Universal Time),-0.041,5.982,8.336
131,1,Tue Jan 23 2024 22:55:19 GMT+0000 (Coordinated Universal Time),0.01,6.108,8.305
131,1,Tue Jan 23 2024 22:55:21 GMT+0000 (Coordinated Universal Time),0.021,6.001,8.339
131,1,Tue Jan 23 2024 22:55:24 GMT+0000 (Coordinated Universal Time),-0.284,5.809,8.433
131,1,Tue Jan 23 2024 22:55:24 GMT+0000 (Coordinated Universal Time),-0.287,5.826,8.376
131,1,Tue Jan 23 2024 22:55:25 GMT+0000 (Coordinated Universal Time),-0.455,5.762,8.371
131,1,Tue Jan 23 2024 22:55:25 GMT+0000 (Coordinated Universal Time),-0.511,5.818,8.359
131,1,Tue Jan 23 2024 22:55:25 GMT+0000 (Coordinated Universal Time),-0.526,5.818,8.356
131,1,Tue Jan 23 2024 22:55:26 GMT+0000 (Coordinated Universal Time),-0.306,5.838,8.377
131,1,Tue Jan 23 2024 22:55:27 GMT+0000 (Coordinated Universal Time),-0.056,5.865,8.372
131,1,Tue Jan 23 2024 22:55:28 GMT+0000 (Coordinated Universal Time),-0.646,5.291,7.859
131,1,Tue Jan 23 2024 22:55:28 GMT+0000 (Coordinated Universal Time),-0.68,5.302,7.858
131,1,Tue Jan 23 2024 22:55:29 GMT+0000 (Coordinated Universal Time),-0.694,5.314,7.86
131,1,Tue Jan 23 2024 22:55:29 GMT+0000 (Coordinated Universal Time),-0.695,5.315,7.859
131,1,Tue Jan 23 2024 22:55:29 GMT+0000 (Coordinated Universal Time),-0.7,5.313,7.861
131,1,Tue Jan 23 2024 22:55:30 GMT+0000 (Coordinated Universal Time),-0.726,5.302,7.868
131,1,Tue Jan 23 2024 22:55:30 GMT+0000 (Coordinated Universal Time),-0.746,5.297,7.874
131,1,Tue Jan 23 2024 22:55:30 GMT+0000 (Coordinated Universal Time),-0.751,5.297,7.873
131,1,Tue Jan 23 2024 22:55:31 GMT+0000 (Coordinated Universal Time),-0.76,5.298,7.871
131,1,Tue Jan 23 2024 22:55:31 GMT+0000 (Coordinated Universal Time),-0.758,5.3,7.872
131,1,Tue Jan 23 2024 22:55:31 GMT+0000 (Coordinated Universal Time),-0.765,5.295,7.87
131,1,Tue Jan 23 2024 22:55:32 GMT+0000 (Coordinated Universal Time),-0.778,5.251,7.911
131,1,Tue Jan 23 2024 22:55:34 GMT+0000 (Coordinated Universal Time),-1.136,5.222,7.891
131,1,Tue Jan 23 2024 22:55:34 GMT+0000 (Coordinated Universal Time),-0.671,5.773,8.448
131,1,Tue Jan 23 2024 22:55:34 GMT+0000 (Coordinated Universal Time),-0.684,5.771,8.445
131,1,Tue Jan 23 2024 22:55:35 GMT+0000 (Coordinated Universal Time),-0.697,5.767,8.445
131,1,Tue Jan 23 2024 22:55:36 GMT+0000 (Coordinated Universal Time),-0.745,5.772,8.426
131,1,Tue Jan 23 2024 22:55:36 GMT+0000 (Coordinated Universal Time),-0.745,5.775,8.422
131,1,Tue Jan 23 2024 22:55:36 GMT+0000 (Coordinated Universal Time),-0.754,5.772,8.417
131,1,Tue Jan 23 2024 22:55:36 GMT+0000 (Coordinated Universal Time),-0.754,5.772,8.418
131,1,Tue Jan 23 2024 22:55:38 GMT+0000 (Coordinated Universal Time),-0.762,5.772,8.407
131,1,Tue Jan 23 2024 22:55:40 GMT+0000 (Coordinated Universal Time),-0.776,5.76,8.407
131,1,Tue Jan 23 2024 22:55:40 GMT+0000 (Coordinated Universal Time),-0.773,5.767,8.406
131,1,Tue Jan 23 2024 22:55:41 GMT+0000 (Coordinated Universal Time),-0.822,5.723,8.44
131,1,Tue Jan 23 2024 22:55:41 GMT+0000 (Coordinated Universal Time),-0.821,5.667,8.489
131,1,Tue Jan 23 2024 22:55:42 GMT+0000 (Coordinated Universal Time),-0.843,5.666,8.488
131,1,Tue Jan 23 2024 22:55:43 GMT+0000 (Coordinated Universal Time),-0.874,5.701,8.381
131,1,Tue Jan 23 2024 22:55:46 GMT+0000 (Coordinated Universal Time),-0.884,5.736,8.332
131,1,Tue Jan 23 2024 22:55:47 GMT+0000 (Coordinated Universal Time),-0.906,5.731,8.341
131,1,Tue Jan 23 2024 22:55:47 GMT+0000 (Coordinated Universal Time),-0.919,5.748,8.331
131,1,Tue Jan 23 2024 22:55:05 GMT+0000 (Coordinated Universal Time),1.271,7.011,7.619
131,1,Tue Jan 23 2024 22:55:05 GMT+0000 (Coordinated Universal Time),1.234,6.948,7.632
131,1,Tue Jan 23 2024 22:55:06 GMT+0000 (Coordinated Universal Time),0.916,6.952,7.629
131,1,Tue Jan 23 2024 22:55:07 GMT+0000 (Coordinated Universal Time),0.182,6.988,7.606
131,1,Tue Jan 23 2024 22:55:08 GMT+0000 (Coordinated Universal Time),0.24,6.975,7.574
131,1,Tue Jan 23 2024 22:55:08 GMT+0000 (Coordinated Universal Time),0.195,6.921,7.65
131,1,Tue Jan 23 2024 22:55:10 GMT+0000 (Coordinated Universal Time),0.203,6.884,7.692
131,1,Tue Jan 23 2024 22:55:11 GMT+0000 (Coordinated Universal Time),0.197,6.863,7.72
131,1,Tue Jan 23 2024 22:55:12 GMT+0000 (Coordinated Universal Time),0.184,6.881,7.707
131,1,Tue Jan 23 2024 22:55:12 GMT+0000 (Coordinated Universal Time),0.15,6.869,7.67
131,1,Tue Jan 23 2024 22:55:14 GMT+0000 (Coordinated Universal Time),0.089,6.817,7.718
131,1,Tue Jan 23 2024 22:55:14 GMT+0000 (Coordinated Universal Time),0.08,6.821,7.713
131,1,Tue Jan 23 2024 22:55:14 GMT+0000 (Coordinated Universal Time),0.075,6.835,7.704
